,Song,Artist,artist_trunc,search_term,lyrics_raw
3688,Let's Get It Started,The Black Eyed Peas,The Black,Let's Get It Started The Black,"[Intro: Fergie & apl.de.ap]
Let's get it started in here
And the bass keeps runnin', runnin' and runnin', runnin'
And runnin', runnin' and runnin', runnin' and runnin', runnin'
And runnin', runnin' and runnin', runnin, and runnin', runnin'
And

[Verse 1: will.i.am]
In this context, there's no disrespect
So when I bust my rhyme, you break ya necks
We got five minutes for us to disconnect
From all intellect and let the rhythm effect
To lose your inhibition follow your intuition
Free your inner soul and break away from tradition
'Cause when we be out, girlies pull the heat out
You wouldn't believe how we wow shit out
Burnin' 'til it's burned out, turn it 'til it's turned out
Act up from North West East South

[Hook: Fergie, will.i.am, apl.de.ap & Taboo]
Everybody (yeah), everybody (yeah), just get into it (yeah), get stupid (come on)
Get it started, (come on) get it started (yeah), get it started
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Yeah

[Verse 2: Taboo]
Lose control, up outta your soul
Don't move too fast, people, just take it slow
Don't get ahead, just jump into it
Y'all hear about it, the Peas will do it
Get started, get stupid
Don't worry about it, people will walk you through it
Step by step like you're into New Kid
Inch by inch with the new solution
Transmit hits with no delusion
The feeling's irresistible and that's how we move it

[Hook: Fergie, will.i.am, apl.de.ap & Taboo]
Everybody (yeah), everybody (yeah), just get into it (yeah), get stupid (come on)
Get it started, (come on) get it started (yeah), get it started
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Yeah

[Bridge: Fergie, will.i.am, apl.de.ap & Taboo]
Runnin', runnin' and runnin', runnin' and runnin', runnin'
C'mon y'all, let's get (coo-koo), uh huh, let's get (coo-koo) in here
Wild out, get (coo-koo), uh huh, let's get (coo-koo) in here
Wild out, get (coo-koo), uh huh, let's get (coo-koo) in here
Ohh ohh ohh, ya-ya-ya-ya-ya-ya-ya
Ya-ya-ya-ya, ya-ya-ya-ya-ya!

[Verse 3: apl.de.ap]
Let's get ill, that's the deal
Ap the gate, and Will bring the thugged out drill (just)
Lose your mind, this is the time
Y'all can't stand still, trust and bang your spine (just)
Bob your head like me, apl.de
Up inside the club or in your Bentley
Get messy, loud and sick
You mind pass normal or another head trip
So, come them now, do not correct it
Let's get ignorant, let's get hectic

[Hook: Fergie, will.i.am, apl.de.ap & Taboo]
Everybody (yeah), everybody (yeah), just get into it (yeah), get stupid (come on)
Get it started, (come on) get it started (yeah), get it started
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Let's get it started (ha), let's get it started (in here)
Yeah (Whoa!)

[Bridge: Fergie, will.i.am, apl.de.ap & Taboo]
Get (coo-koo), uh huh, we (coo-koo) in here
Let's get (coo-koo), uh huh, we (coo-koo) in here
Wild out, get (coo-koo), uh huh, we (coo-koo) in here
Ohh ohh ohh, ya-ya-ya-ya-ya-ya-ya
Ya-ya-ya-ya, ya-ya-ya-ya-ya!

[Outro: apl.de.ap]
And runnin', runnin' and runnin', runnin' and runnin', runnin' and runnin', runnin' and runnin'"
3689,When the Sun Goes Down,Kenny Chesney featuring Uncle Kracker,Kenny Chesney,When the Sun Goes Down Kenny Chesney,"[Verse 1: Kenny Chesney]
Sun tanned toes tickling the sand
Cold drink chilling in my right hand
Watchin' you sleep in the evening light
Resting up for a long, long night

[Chorus]
Because when the sun goes down, we'll be grooving
When the sun goes down, we'll be feeling all right
When the sun sinks down over the water
Everything gets hotter when the sun goes down

[Verse 2: Uncle Kracker]
All day long just takin' it easy
Laying in the hammock where it's nice and breezy
Sleeping off the night before
Cause when the sun goes down, we'll be back for more

[Chorus]
Because when the sun goes down, we'll be grooving
When the sun goes down, we'll be feeling all right
When the sun sinks down over the water
Everything gets hotter when the sun goes down

[Verse 3: Kenny Chesney & Uncle Kracker]
This old guitar and my dark sunglasses
This sweet concoction is smooth as molasses
Nothing to do but breathe all day
Until the big moon rises and it's time to play

[Chorus]
Because when the sun goes down, we'll be grooving
When the sun goes down, we'll be feeling all right
When the sun sinks down over the water
Everything gets hotter when the sun goes down

[Outro]
We'll be feeling alright
When the sun sinks down over the water
Uncle Kennys' hotter when the sun goes down

[Chorus]
Because when the sun goes down, we'll be grooving
When the sun goes down, we'll be feeling all right
When the sun sinks down over the water
Everything gets hotter when the sun goes down"
3690,American Soldier,Toby Keith,Toby Keith,American Soldier Toby Keith,"[Verse 1]
I'm just trying to be a father
Raise a daughter and a son
Be a lover to their mother
Everything to everyone
Up and at them bright and early
I'm all business in my suit
Yeah, I'm dressed for success
From my head down to my boots

[Verse 2]
I don't do it for money there's still bills that I can't pay
I don't do it for the glory, I just do it anyway
Providing for our future's my responsibility
Yeah I'm real good under pressure, being all that I can be
And I can't call in sick on Mondays
When the weekends been to strong
I just work straight through the holidays
And sometimes all night long

[Verse 3]
You can bet that I stand ready when the wolf growls at the door
Hey, I'm solid, hey I'm steady, hey I'm true down to the core
And I will always do my duty, no matter what the price
I've counted up the cost, I know the sacrifice
Oh, and I don't want to die for you
But if dying's asked of me
I'll bear that cross with an honor
Cause freedom don't come free

[Verse 4]
I'm an American soldier, an American
Beside my brothers and my sisters I will proudly take a stand
When liberty's in jeopardy I will always do what's right
I'm out here on the front lines, so sleep in peace tonight
American soldier, I'm an American
An American
An American Soldier"
3691,Change Clothes,Jay-Z,Jay-Z,Change Clothes Jay-Z,"[Intro: Jay-Z (Pharrell)]
Wooo! Uh, uh, bounce is back
Uhh, uh-uh uh uh, geyeah, uh, your boy is back
(Sexy, sexy) I know y'all missed the bounce
You need to bounce for the sexy, y'know?
Hah, haha, uh, let's get it in

[Verse 1: Jay-Z]
Yeah ma, your dude is back, the Maybach Coupe is back
Tell the whole world the truth is back
You ain't gotta argue about who can rap
Cause the proof is back, just go through my raps
(New York, New York!) Yeah, where my troopers at?
Where my hustlers, where my boosters at?
I don't care what you do for stacks
I know the world glued your back to the wall
You gotta brawl, do that
I been through that, been shot at, shoot back
Gotta keep a peace like a Buddhist
I ain't a New Jack; nobody gon' Wesley Snipe me
It's less than likely, move back
Let I breathe, Jedi Knight
The more space I get the better I write
Oh, never I write, but if, ever I write
I need the space to say whatever I like, now just

[Hook: Jay-Z (Pharrell)]
(Change clothes, and go)
You know I stay fresh to death, a boy from the projects
And I'ma take you to the top of the globe, so let's go
(So let's exchange numbers and go)
(And girl I promise you, no substitutes) It's just me

[Verse 2: Jay-Z]
And I ain't gon' tell you again, let's get ghost in the Phantom
You can bring your friend, we can make this a tandem
Or you can come by yourself if you can stand him
Best believe, I sweat out weaves
Give Afro Puffs like R.A.G.E
Aww you get if could move it
Back it on up like a U-Haul truck
Then run and tell them ducks you heard Hovi new shit
He and the boy Phar-real make beautiful music
He is to the East coast what Snoop is
To the West Coast, what 'Face is to Houston
Young Hov' in the house is so necessary
No bra with that blouse, that's so necessary
No panties and jeans, that's so necessary
Now why you fronting on me, is that necessary?
Do I, to you, look like a lame
Who don't understand a broad with a mean shoe game
Who's up on dot dot dot and Vera Wang
Ma are you insane? Let's just
(What you want me to do?)

[Hook: Jay-Z (Pharrell)]
(Change clothes, and go)
You know I stay fresh to death, a boy from the projects
And I'ma take you to the top of the globe, so let's go
(So let's exchange numbers and go)
(And girl I promise you, no substitutes) It's just me

[Interlude: Pharrell (Jay-Z)]
Ha ha! Sexy sexy, ha ha! Sexy sexy
(It's so necessary ma)
Ha ha! Sexy sexy (woo, that's right, it's a groove)
Ha ha! Sexy sexy (uh, uh, it's a groove, uh, bring it back)
Ha ha!

[Verse 3: Jay-Z]
Young Hov' in the house is so necessary
No bra with that blouse, that's so necessary
No panties and jeans, that's so necessary
Why you frontin' on me?
Let's go to my hotel, cause this don't go well
With those S. Dots, gotta stay fresh ma
Ma, I don't shop where the rest buy
Ho no ma, please respect my
Jiggy this is probably Purple Label
Or that BBC shit or it's probably tailored
And y'all niggas actin' way too tough
Throw on a suit, get it tapered up, and let's just:

[Hook: Jay-Z (Pharrell)]
(Change clothes, and go)
You know I stay fresh to death, a boy from the projects
And I'ma take you to the top of the globe, so let's go
(So let's exchange numbers and go)
Uh huh yeah, uh (And girl I promise you, no substitutes) It's just me

[Outro: Pharrell (Jay-Z)]
Ha ha! Sexy sexy (uh, uh, WOO, sing along)
Ha ha! Sexy sexy (yeah, uh.. turn your radio up)
Ha ha! Sexy sexy (woo, put your hands in the air if you in the club)
Ha ha! Sexy sexy (snap your fingers now, uh, woo!)
Ha ha! (Your boy is back, uh-huh, uh, uh)
(The bounce is back, uh, uh woo!)
(Uh, Young is back, hahahaha - PEACE!!!)"
3692,Don't Tell Me,Avril Lavigne,Avril Lavigne,Don't Tell Me Avril Lavigne,"[Verse 1]
You held my hand and walked me home, I know
While you gave me that kiss, it was something like this, it made me go ooh ooh
You wiped my tears, got rid of all my fears, why did you have to go?
Guess it wasn't enough to take up some of my love
Guys are so hard to trust

[Pre-Chorus]
Did I not tell you that I'm not like that girl?
The one who gives it all away, yeah

[Chorus]
Did you think that I was gonna give it up to you, this time?
Did you think that it was something I was gonna do and cry?
Don't try to tell me what to do
Don't try to tell me what to say
You're better off that way

[Verse 2]
Don't think that your charm and the fact that your arm is now around my neck
Will get you in my pants, I'll have to kick your ass and make you never forget
I'm gonna ask you to stop, thought I liked you a lot, but I'm really upset (really upset)
Get out of my head, get off of my bed, yeah that's what I said

[Pre-Chorus]
Did I not tell you that I'm not like that girl
The one who, throws it all away

[Chorus]
Did you think that I was gonna to give it up to you, this time?
Did you think that it was something I was gonna do and cry?
Don't try to tell me what to do
Don't try to tell me what to say
You're better off that way, yeah

[Bridge]
This guilt trip that you put me on, won't mess me up, I've done no wrong
Any thoughts of you and me have gone away

[Chorus]
Did you think that I was gonna give it up to you, this time?
Did you think that it was something I was gonna do and cry?
Don't try to tell me what to do
Don't try to tell me what to say
You're better off that way

[Outro]
Better off that way
I'm better off alone anyway"
3693,You'll Think of Me,Keith Urban,Keith Urban,You'll Think of Me Keith Urban,"[Verse 1]
I woke up early this morning around 4am
With the moon shining bright
As headlights on the interstate
I pulled the covers over my head
And tried to catch some sleep
But thoughts of us kept keeping me awake
Ever since you found yourself in someone else's arms
I've been trying my best to get along
But that's OK
There's nothing left to say, but

[Chorus]
Take your records, take your freedom
Take your memories, I don't need them
Take your space and take your reasons
But you'll think of me
And take your cap and leave my sweater
Cause we have nothing left to weather
In fact I'll feel a whole lot better
But you'll think of me, you'll think of me

[Verse 2]
I went out driving trying to clear my head
I tried to sweep out all the ruins that my emotions left
I guess I'm feeling just a little tired of this
And all the baggage that seems to still exist
It seems the only blessing I have left to my name
Is not knowing what we could have been
What we should have been
So

[Chorus]
Take your records, take your freedom
Take your memories, I don't need them
Take your space and take your reasons
But you'll think of me
And take your cap and leave my sweater
Cause we have nothing left to weather
In fact I'll feel a whole lot better
But you'll think of me

[Verse 3]
Someday I'm going to run across your mind
Don't worry, I'll be fine
I'm going to be alright
While you're sleeping with your pride
Wishing I could hold you tight
I'll be over you
And on with my life

[Chorus]
So take your records, take your freedom
Take your memories, I don't need them
And take your cap and leave my sweater
Cause we have nothing left to weather
In fact I'll feel a whole lot better
But you'll think of me
Take your records, take your freedom
Take your memories, I don't need them
Take your space and all your reasons
But you'll think of me
And take your cap and leave my sweater
Because we have nothing left to weather
In fact I'll feel a whole lot better
But you'll think of me, you'll think of me, oh

[Outro]
And you're going to think of me
Oh yeah
Ooh someday baby, someday
Oooh ooh ooh oh
Think of me
Ooh ooh dumdum dirumdum baby"
3694,Happy People,R. Kelly,R. Kelly,Happy People R. Kelly,"[Intro]
Ladies and gentlemen
This here is another one for the steppas
DJ Wayne Williams... put the record on
Whoooooa oh whoa oh whoa oh woah yeah, whoa yeah
Whoooooa oh whoa oh whoa oh woah yeah, whoa, whoa

[R. Kelly]
Tell me - what do we do, when the DJ's playin' our favorite groove?
We step - to when? - the whole night through
And what do we do, when we all dressed up and in the mood?
We step - to what? - a steppas groove
Where do we go soon as the weekend gets here?
The club - why? - to party and have some fun
What is it's that, can come and take away all your stress?
Tell me - music - no further questions, you have passed my test

[Hook]
Happy people (yeah, yeah, yeah, yeah)
Keeps the world turnin, turnin
Oh I believe that, happy people (yeah, yeah yeah, yeah)
Keep us
Dancin, dancin, dancin
Happy people (yeah, yeah, yeah, yeah)
Keep us
Steppin, keep us steppin, steppin
Happy people (yeah, yeah, yeah, yeah)
Keeps us groovin, groovin, groovin

[R. Kelly]
Tell me - now what do you do, when the feeling has come over you?
You let go - and what? - let it take control
And what do you say, when the gentleman ask you to dance
You say yes - and then - get on the dancefloor
Even when it seems with goin' through some hard times
What do we do? Keep smilin' - cause we know - we're gonna make it through
What is it's that, can come and take away all your stress?
Tell me - music - no further questions, you have passed my test

[Hook]
Happy people (yeah, yeah, yeah, yeah)
Keeps the world turnin, turnin
Oh I believe that, happy people (yeah, yeah yeah, yeah)
Keep us
Dancin, dancin, dancin
Happy people (yeah, yeah, yeah, yeah)
Keep us
Steppin, keep us steppin, steppin
Happy people (yeah, yeah, yeah, yeah)
Keeps us groovin, groovin, groovin


[R. Kelly]
(I just wanna get dressed and go out, yeah)
I wanna get dressed, I wanna go out
Can you tell me where the spot is?
Where the party is all night, and everybody's havin a good time
I wanna get nice, I wanna get loud
Can you tell me where the spot is?
Come on and take me to that place, where there ain't nuthin but happy
Whoooooa (happy, happy, happy)

[Hook]
Happy people (yeah, yeah, yeah, yeah)
Keeps the world turnin, turnin
Oh I believe that, happy people (yeah, yeah yeah, yeah)
Keep us
Dancin, dancin, dancin
Happy people (yeah, yeah, yeah, yeah)
Keep us
Steppin, keep us steppin, steppin
Happy people (yeah, yeah, yeah, yeah)
Keeps us groovin, groovin, groovin

[Interlude]
Uh-uh-uh, alright, uh-huh
Now if you wanna step, you gotta play it by the rules
You gotta do what I do - when I do, what I do
If you wanna step, you gotta play it by the rules
You gotta do what I do - when I do, what I do
Now, step to the left, step to the right
Spin around and bring it down tonight
Bring it on up, move in close
Let me see you and your partner stroke
Step to the left, step to the right
Spin around and bring it down tonight
Bring it on up, move in close
Let me see you and your partner stroke
Step to the left, step to the right
Spin around and bring it down tonight
Bring it on up, move in close
Let me see you and your partner stroke
Step to the left, step to the right
Spin around and bring it down tonight
Bring it on up, move in close
Let me see you and your partner stroke

[Outro/Skit]
Brake it down ya, brake it down
All the way to the ground
Happy people baby, Happy people baby
Happy people baby, Happy people baby
And bring it up, bring it up
And tell ya all, standing up
Happy people baby, Happy people baby
Happy people baby, Happy people baby
{*laughing*} Wayne Williams, keep the groove right there baby
We gonna have some fun, uh-uh, Chocolate Factory
My people, now we all know no matter how much I sing about
Happy people and all of those good things is still gon' be somebody out there
What I do... Right? (Right...)
Right? (Damn right...!)
But that's OK, because this album
We gon' change things with this album
Because I know... in my heart
That there is way more people out there lovin' then it is hatin'
Hey Deborah (Yeah...) Huh? (oh yeah...)
Haha... well there's people with love in their hearts
That's positive and feels real good about themselves and love themselves
I wan't ya'll repeat after me, and maybe those few haters - they'll tag along
Ay... Ya'll ready? (Yeah...!)
Come on... One, two, three
Now first of all: love god (Love god), love myself (Love myself)
Love one another (Love one another), no matter what the color (No matter what the color)
Respect that woman (Respect that woman), respect that man (Respect that man)
You see a person down (You see a person down), then give them a hand (Then give them a hand)
Hit the health club (hit the health club), ev'ry now and then (ev'ry now and then)
Put a smile on your face (Put a smile on your face), and make a friend (And make a friend)
Stop that hatin' (Stop that hatin'), and negativity (And negativity)
Love your neighbor (Love your neighbor), said the powers that be (Said the powers that be)
If you're going through somethin (If you're going through somethin), don't take it out on me (Don't take it out on me)
Just ask god to fix it (Just ask god to fix it), now be happy! (Now be happy!)
Happy people baby! {*crowd cheering*}
{*R. Kelly ad-libs til fade*}"
3695,Hey Mama,The Black Eyed Peas,The Black,Hey Mama The Black,"(la la la la la)
Hey mama, this that shit that make you move, mama
Get on the floor and move your booty moma
We the blast masters blastin' up the jamma
(REEEEEEEWIIIIIIND)
Cutie cutie, make sure you move your booty
Shake that thing like we in the city of sin, and
Hey shorty, I know you wanna party
The way your body look realli make me feel nauuughty
Cutie cutie, make sure you move your booty
Shake that thing like we in the city of sin, and
Hey shorty, I know you wanna party
The way your body look really make me feel nauuughty

I got a naughty naughty style and a naughty naughty crew
But everything I do, I do just for you
Im a little bit of Or, and a bigger bit of Nu
The true niggers know that the peas come through
We never cease (NOO), we never die no we never disease (NOO)
We multiply like we math-matic
And then drop bombs like we in the middle east
(The bomb bombas, the base move dramas)
Now y'all know, who we are
Y'all know, we the stars
Steady rockin' on y'alls boulevards
And, lookin' hot without bodyguards
(I do) what I can
(W) ill.i.am
And still I stand, with still mic in hand
(So come on mama, dance to the druma)

[Chorus]
Hey mama, this that shit that make you groove, mama
(hey)get on the floor and move your booty mama
(yaw)we the blast mastas blastin' up the jamma
(hey)so shake your bambama, come on now mama
Hey mama, this that shit that make you groove, mama
(hey)get on the floor and move your booty mama
(yaw)we the blast mastas blastin' up the jamma
(la la la la la)

[Verse 2: will.i.am {Fergie}]
We the big town stumpas, and and big sound pumpas
The beat bump bumpas in your trunk trunkas
The girlies in the club with the big plump plumpas
And when I'm makin' love, my hip hump humps
It never quits (NOOOO) we need to carry 9mm clips (NOOOO)
Don't wanna squeeze trigger, just wanna squeeze tits
(lubaluba) cause we the show stoppas
And the chief rockas, number one chief rockas
Now y'all know, {who we are}
Y'all know, {we the stars}
{Steady rockin' on y'alls boulevard}
How we rockin' it girl, {without bodyguards}
She be - {Fergie}
From the crew - {BEP}
{Come and take heed, as we take the lead}
{so come on bubba, dance to the drum-a}

Hey mama, this that shit that make you groove, mama
(yaw)get on the floor and move your booty mama
(wuh)we the blast mastas blastin' up the jamma
(NAWWWW, NAWWW)
Cutie cutie, make sure you move your booty
Shake that thing like we in the city of sin, and
Hey shorty, I know you wanna party
The way your body look really make me feel nauuughty

But the race is not, for the swift
But who really can, take control of it
And Tippa Irie and the black eyed peas will be thhhheeerre
Til infinity, til infinity, til infinity, til infinity
Tippa is ouuuuuut

Nuff a dem a shock, nuff a dem a sting
Every time you see dem appear bling bling
Oh what a ting! Pure modeling
Grinding, and winding
And the madda dem a move inna perfect timing
Dem a dance and dance to di dancehall riddim
And di way di tune nice, it finga-licking
Like rice and peas and chicken stuffing

Hey mama, this that shit that make you groove, mama
(hey) get on the floor and move your booty mama
(yaw) we the blast mastas blastin' up the jamma
(hey) so shake your bambama, come on now mama
Hey mama, this that shit that make you groove, mama
(hey) get on the floor and move your booty mama
(yaw) we the blast mastas blastin' up the jamma
(la la la la la)"
3696,Over and Over,Nelly featuring Tim McGraw,Nelly featuring,Over and Over Nelly featuring,"[Nelly]
Uh, uh-uh-uh
Uh, uh-uh-uh
Uh, uh-uh-uh

[Hook: Nelly]
Cause it's all in my head
I think about it over and over again
And I can't keep picturin you with him
And it hurts so bad... yeah
Cause it's all in my head
I think about it over and over again
I replay it over and over again
And I can't take it, I can't shake it no

[Nelly]
I can't wait to see you
Wanna see if you still got that look in your eye
That one you had for me
Before, we, said our goodbyes
And it's a shame that we
Gotta spend our time bein mad about the same things
(Over and over again) about the same thing
(Over and over again)
Ho.. but I think, she's leavin
Aw, man, she's leavin
And, I don't know what else to do

[Tim M] I can't go on not lovin you

[Hook: Nelly]
Cause its all in my head
I think about it over and over again
And I can’t keep picturing you with him
And it hurts so bad, yeah
Cause its all in my head
I think about it over and over again
I replay it over and over again yeah
And I can’t take it yeah I can’t shake it
Nooo

[Nelly]
I remember the day you left
I remember the last breath you took right in front of me
When you said that you would leave
I was too damn stubborn to try to stop you or say anything
But I see clearly now
And this choice I made keeps playin in my head
(Over and over again) play in my head
(Over and over again)
Ho.. but I think, she's leavin
Aw, man, she's leavin
And, I don't know what else to do

[Tim M] I can't go on not lovin you

[Hook: Nelly]
Cause its all in my head
I think about it over and over again
And I can’t keep picturing you with him
And it hurts so bad, yeah
Cause its all in my head
I think about it over and over again
I replay it over and over again yeah
And I can’t take it yeah I can’t shake it
No

[Nelly]
Now, that I've real-izzzed
That I'mmmm goin dow-hown
From all this pain you've put me through

[Tim M]
Everytime I close my eyes (woo!)
I-hiiii lock it dowww-wn, ohh-hooo
I can't go on not lovin you

[Hook: Nelly]
Cause its all in my head
I think about it over and over again
And I can’t keep picturing you with him
And it hurts so bad, yeah
Cause its all in my head
I think about it over and over again
I replay it over and over again yeah
And I can’t take it yeah I can’t shake it
No

[Hook: Nelly]
Cause its all in my head
I think about it over and over again
And I can’t keep picturing you with him
And it hurts so bad, yeah
Cause its all in my head
I think about it over and over again
I replay it over and over again yeah
And I can’t take it yeah I can’t shake it
No

[Nelly]
Uh, uh-uh-uh
Uh, uh-uh-uh
Uh, uh-uh-uh
Uh, uh-uh-uh
Uh, uh-uh-uh
Uh... over and over again, over and over again

Cause it's all in my head"
3697,Redneck Woman,Gretchen Wilson,Gretchen Wilson,Redneck Woman Gretchen Wilson,"[Verse 1]
Well, I ain't never been the Barbie Doll type
No, I can't swig that sweet Champagne
I'd rather drink beer all night
In a tavern
Or in a honky-tonk
Or on a four-wheel-drive tailgate

Oh, I've got posters on my wall
Of Skynyrd, Kid and Strait
Some people look down on me
But I don't give a rip
I'll stand barefooted in my own front yard
With a baby on my hip

[Chorus 1]
Cause I'm a redneck woman
I ain't no high class broad
I'm just a product of my raisin'
I say ""hey, y'all"" and ""yee-haw""

And I keep my Christmas lights on
On my front porch all year long
And I know all the words to every Charlie Daniels song
So here's to all my sisters
Out there keeping it country
Let me get a big ""hell yeah"" from the redneck girls like me
Hell yeah
(Hell yeah!)

[Verse 2]
Victoria's Secret
Well, their stuff's real nice
Oh, but I can buy the same damn thing
On a Walmart shelf half-price
And still look sexy (sexy)
Just as sexy as those models on TV

No, I don't need no designer tag
To make my man want me
You may think I'm trashy
A little too hard core
But in my neck of the woods
I'm just the girl next door

[Chorus 2]
Hey, I'm a redneck woman
I ain't no high class broad
I'm just a product of my raising
I say ""hey, y'all"" and ""yee-haw""

And I keep my Christmas lights on
On my front porch all year long
And I know all the words to every Tanya Tucker song
So here's to all my sisters
Out there keeping it country
Let me get a big ""hell yeah"" from the redneck girls like me
Hell yeah
(Hell yeah!)

[Chorus 3]
I'm a redneck woman
I ain't no high class broad
I'm just a product of my raising
I say ""hey, y'all"" and ""yee-haw""

And I keep my Christmas lights on
On my front porch all year long
And I know all the words to every Ol' Bocephus song
So here's to all my sisters
Out there keeping it country
Let me get a big ""hell yeah"" from the redneck girls
Like me

[Outro]
(Hell yeah!)
Hell yeah!
(Hell yeah!)
Hell yeah!
(Hell yeah!)
I said hell yeah!"
3698,Just Lose It,Eminem,Eminem,Just Lose It Eminem,error
3699,Letters from Home,John Michael Montgomery,John Michael,Letters from Home John Michael,error
3700,I Go Back,Kenny Chesney,Kenny Chesney,I Go Back Kenny Chesney,error
3701,Tik Tok,Kesha,Kesha,Tik Tok Kesha,error
3702,Need You Now,Lady Antebellum,Lady Antebellum,Need You Now Lady Antebellum,error
3703,"Hey, Soul Sister",Train,Train,"Hey, Soul Sister Train",error
3704,California Gurls,Katy Perry featuring Snoop Dogg,Katy Perry,California Gurls Katy Perry,error
3705,OMG,Usher featuring will.i.am,Usher featuring,OMG Usher featuring,error
3706,Airplanes,B.o.B featuring Hayley Williams,B.o.B featuring,Airplanes B.o.B featuring,error
3707,Love the Way You Lie,Eminem featuring Rihanna,Eminem featuring,Love the Way You Lie Eminem featuring,error
3708,Bad Romance,Lady Gaga,Lady Gaga,Bad Romance Lady Gaga,error
3709,Dynamite,Taio Cruz,Taio Cruz,Dynamite Taio Cruz,error
3710,Break Your Heart,Taio Cruz featuring Ludacris,Taio Cruz,Break Your Heart Taio Cruz,error
3711,Nothin' on You,B.o.B featuring Bruno Mars,B.o.B featuring,Nothin' on You B.o.B featuring,error
3712,I Like It,Enrique Iglesias featuring Pitbull,Enrique Iglesias,I Like It Enrique Iglesias,error
3713,BedRock,Young Money featuring Lloyd,Young Money,BedRock Young Money,error
3714,In My Head,Jason Derulo,Jason Derulo,In My Head Jason Derulo,error
3715,Rude Boy,Rihanna,Rihanna,Rude Boy Rihanna,error
3716,Telephone,Lady Gaga featuring Beyonce,Lady Gaga,Telephone Lady Gaga,error
3717,Teenage Dream,Katy Perry,Katy Perry,Teenage Dream Katy Perry,error
3718,Just the Way You Are,Bruno Mars,Bruno Mars,Just the Way You Are Bruno Mars,error
3719,Cooler Than Me,Mike Posner,Mike Posner,Cooler Than Me Mike Posner,error
3720,Imma Be,The Black Eyed Peas,The Black,Imma Be The Black,error
3721,Empire State of Mind,Jay-Z featuring Alicia Keys,Jay-Z featuring,Empire State of Mind Jay-Z featuring,error
3722,DJ Got Us Fallin' in Love,Usher featuring Pitbull,Usher featuring,DJ Got Us Fallin' in Love Usher featuring,error
3723,Billionaire,Travie McCoy featuring Bruno Mars,Travie McCoy,Billionaire Travie McCoy,error
3724,Not Afraid,Eminem,Eminem,Not Afraid Eminem,error
3725,Replay,Iyaz,Iyaz,Replay Iyaz,error
3726,Sexy Bitch,David Guetta featuring Akon,David Guetta,Sexy Bitch David Guetta,error
3727,Breakeven,The Script,The Script,Breakeven The Script,error
3728,Your Love Is My Drug,Kesha,Kesha,Your Love Is My Drug Kesha,error
3729,I Gotta Feeling,The Black Eyed Peas,The Black,I Gotta Feeling The Black,error
3730,Fireflies,Owl City,Owl City,Fireflies Owl City,error
3731,Say Aah,Trey Songz featuring Fabolous,Trey Songz,Say Aah Trey Songz,error
3732,Find Your Love,Drake,Drake,Find Your Love Drake,error
3733,Alejandro,Lady Gaga,Lady Gaga,Alejandro Lady Gaga,error
3734,Ridin' Solo,Jason Derulo,Jason Derulo,Ridin' Solo Jason Derulo,error
3735,Just a Dream,Nelly,Nelly,Just a Dream Nelly,error
3736,How Low,Ludacris,Ludacris,How Low Ludacris,error
3737,Like a G6,Far East Movement featuring The Cataracs and Dev,Far East,Like a G6 Far East,error
3738,Carry Out,Timbaland featuring Justin Timberlake,Timbaland featuring,Carry Out Timbaland featuring,error
3739,Haven't Met You Yet,Michael Buble,Michael Buble,Haven't Met You Yet Michael Buble,error
3740,Club Can't Handle Me,Flo Rida featuring David Guetta,Flo Rida,Club Can't Handle Me Flo Rida,error
3741,Down,Jay Sean featuring Lil Wayne,Jay Sean,Down Jay Sean,error
3742,Bulletproof,La Roux,La Roux,Bulletproof La Roux,error
3743,Whatcha Say,Jason Derulo,Jason Derulo,Whatcha Say Jason Derulo,error
3744,Baby,Justin Bieber featuring Ludacris,Justin Bieber,Baby Justin Bieber,error
3745,Whataya Want from Me,Adam Lambert,Adam Lambert,Whataya Want from Me Adam Lambert,error
3746,Mine,Taylor Swift,Taylor Swift,Mine Taylor Swift,error
3747,Only Girl (In the World),Rihanna,Rihanna,Only Girl (In the World) Rihanna,error
3748,Live Like We're Dying,Kris Allen,Kris Allen,Live Like We're Dying Kris Allen,error
3749,Hard,Rihanna featuring Jeezy,Rihanna featuring,Hard Rihanna featuring,error
3750,Young Forever,Jay-Z featuring Mr Hudson,Jay-Z featuring,Young Forever Jay-Z featuring,error
3751,Blah Blah Blah,Kesha featuring 3OH!3,Kesha featuring,Blah Blah Blah Kesha featuring,error
3752,Bottoms Up,Trey Songz featuring Nicki Minaj,Trey Songz,Bottoms Up Trey Songz,error
3753,Do You Remember,Jay Sean featuring Sean Paul and Lil Jon,Jay Sean,Do You Remember Jay Sean,error
3754,All the Right Moves,OneRepublic,OneRepublic,All the Right Moves OneRepublic,error
3755,According to You,Orianthi,Orianthi,According to You Orianthi,error
3756,My Chick Bad,Ludacris featuring Nicki Minaj,Ludacris featuring,My Chick Bad Ludacris featuring,error
