,Song,Artist,artist_trunc,search_term,lyrics_raw
674,I Just Wanna Stop,Gino Vannelli,Gino Vannelli,I Just Wanna Stop Gino Vannelli,"[Verse 1]
For your love
When I think about those nights in Montreal
I get the sweetest thoughts of you and me
Memories of love above the city lights
Ooh, I tried so hard to take it
But oh lord my heart won't make it

[Chorus]
I just wanna stop
And tell you what I feel about you babe
I just wanna stop
I never wanna live without you babe
I just gotta stop
For your love

[Verse 2]
When I think about the way the world must turn
I get the saddest thoughts for you and me
Memories of life and times go on and on
Ooh, Ive tried hard to forget it
But of lord my mind won't let it

[Chorus]

[Bridge]
Ooo, Ive tried so hard to take it
But oh lord my heart won't make it

[Chorus]"
675,Disco Nights (Rock-Freak),GQ,GQ,Disco Nights (Rock-Freak) GQ,"[Verse 1]
Let the spirit flow all through your body
Just lend us an ear
Involve yourself
You're free to follow
And we'll take you there

[Hook]
You said you want to reach the sky
So get up
The feeling's right
And the music's tight
On the disco nights
The feeling's right
And the music's tight
On the disco nights
The feeling's right
And the music's tight
On the disco nights
The feeling's right
And the music's tight
On the disco nights

[Hook 2]
Just say you will
Just do what you feel
I'm for real

[Verse 2]
The music`s full of joy and laughter
And it's such a thrill
To free your mind from all the pressure
Head on up the hill

[Hook]
You said you want to reach the sky
So get up
The feeling's right
And the music's tight
On the disco nights

[Bridge]
Rock freak
Rock freak
Rock freak
Rock freak

[Hook 2]
Don't say you will
Just do what you feel
I'm for real

[Hook]
You said you want to reach the sky
So get up
The feeling's right
And the music's tight
On the disco nights
The feeling's right
And the music's tight
On the disco nights

[Bridge]
Rock freak
Rock freak
Rock freak
Rock freak

[Hook 2]
Don't say you will
Just do what you feel
I'm for real

[Hook]
The feeling's right
And the music's tight
On the disco nights
The feeling's right
And the music's tight
On the disco nights
The feeling's right
And the music's tight
On the disco nights
The feeling's right
And the music's tight
On the disco nights

[Outro]
Just dancing with my baby one time
Feels good all over
It's good, the feeling's good
About me and-me and baby
Disco-disco nights"
676,Ooo Baby Baby,Linda Ronstadt,Linda Ronstadt,Ooo Baby Baby Linda Ronstadt,"Ooo la la la la

I did you wrong
My heart went out to play
And in came I lost you
What a price to pay, I'm cryin'

Ooo baby, baby
Ooo baby, baby

These days
I know I made you feel bad
But I'm only human
You've made mistakes too, I'm cryin'

Ooo baby baby
Ooo baby baby
Ooo baby baby
Ooo baby baby

I'm just about at the end of my rope but I can't stop tryin'
I can't give up hope, 'cause I'll be here
And someday I'll hold you near
Whisper I still love you, until that day is here, I'm cryin'

Ooo baby baby
Ooo baby baby
Ooo baby baby
Ooo baby baby
Ooo"
677,September,"Earth, Wind & Fire","Earth, Wind","September Earth, Wind","[Verse 1]
Do you remember the 21st night of September?
Love was changing the mind of pretenders
While chasing the clouds away
Our hearts were ringing
In the key that our souls were singing
As we danced in the night
Remember, how the stars stole the night away, yeah yeah yeah

[Chorus 1]
Hey hey hey
Bada Ya, say do you remember
Bada Ya, dancing in September
Bada Ya, never was a cloudy day

[Bridge]
Ba duda, ba duda, ba duda, badu
Ba duda, badu, ba duda, badu
Ba duda, badu, ba duda

[Verse 2]
My thoughts are with you
Holding hands with your heart to see you
Only blue talk and love
Remember, how we knew love was here to stay
Now December found the love that we shared in September
Only blue talk and love
Remember, the true love we share today

[Chorus]
Hey hey hey
Bada Ya, say do you remember
Bada Ya, dancing in September
Bada Ya, never was a cloudy day

There was a
Bada Ya, say do you remember
Bada Ya, dancing in September
Bada Ya, golden dreams were shiny days

[Verse 3]
The bell was ringing
Our souls were singing
Do you remember every cloudy day

[Chorus 2]
There was a
Bada Ya, say do you remember
Bada Ya, dancing in September
Bada Ya, never was a cloudy day
And we'll say
Bada Ya, say do you remember
Bada Ya, dancing in September
Bada Ya, golden dreams were shiny days

[Outro]
Bada ya da ya da ya
Bada ya da ya da ya
Bada ya da ya da ya da ya
Bada ya da ya da ya
Bada ya da ya da ya
Bada ya da ya da ya da ya"
678,Time Passages,Al Stewart,Al Stewart,Time Passages Al Stewart,"It was late in December, the sky turned to snow
All round the day was goin' down slow
Night like a river beginning to flow
I felt the beat of my mind go
Drifting into time passages
Years go falling in the fading light
Time passages
Buy me a ticket on the last train home tonight

Well I'm not the kind to live in the past
The years run too short and the days too fast
The things you lean on, are the things that don't last
Well it's just now and then, my line gets cast into these
Time passages
There's something back here that you left behind
Oh, time passages
Buy me a ticket on the last train home tonight

Hear the echoes and feel yourself starting to turn
Don't know why you should feel
That there's something to learn
It's just a game that you play

Well the picture is changing, now you're part of a crowd
They're laughing at something, and the music's loud
A girl comes towards you, you once used to know
You reach out your hand, but you're all alone in these
Time passages
I know you're in there, you're just out of sight
Oh, time passages
Buy me a ticket on the last train home tonight"
679,Rise,Herb Alpert,Herb Alpert,Rise Herb Alpert,Instrumental
680,Don't Bring Me Down,Electric Light Orchestra,Electric Light,Don't Bring Me Down Electric Light,"[Intro]

You got me running, going out of my mind
You got me thinking that I'm wasting my time
Don't bring me down
No, no, no, no, no
Ooh-ooh-hoo
I'll tell you once more before I get off the floor
Don't bring me down

You wanna stay out with your fancy friends
I'm telling you, it's got to be the end
Don't bring me down
No, no, no, no, no
Ooh-ooh-hoo
I'll tell you once more before I get off the floor
Don't bring me down

Don't bring me down, groos!
Don't bring me down, groos!
Don't bring me down, groos!
Don't bring me down

What happened to the girl I used to know?
You let your mind out somewhere down the road
Don't bring me down
No, no, no, no, no
Ooh-ooh-hoo
I'll tell you once more before I get off the floor
Don't bring me down

You're always talking 'bout your crazy nights
One of these days, you're gonna get it right
Don't bring me down
No, no, no, no, no
Ooh-ooh-hoo
I'll tell you once more before I get off the floor
Don't bring me down

Don't bring me down, groos!
Don't bring me down, groos!
Don't bring me down, groos!
Don't bring me down

You're looking good, just like a snake in the grass
One of these days, you're gonna break your glass
Don't bring me down
No, no, no, no, no, no, no, no, no
Ooh-ooh-hoo
I'll tell you once more before I get off the floor
Don't bring me down

[Bridge]
You got me shaking, got me running away
You got me crawling up to you everyday
Don't bring me down
No, no, no, no, no
Ooh-ooh-hoo
I'll tell you once more before I get off the floor
Don't bring me down, down, down, down, down, down

[Outro]
I'll tell you once more before I get off the floor
Don't bring me down"
681,Promises,Eric Clapton,Eric Clapton,Promises Eric Clapton,"[Verse 1]
I do not care if you never come home
I do not mind if you just keep on
Rowing away on a distant sea
Because I do not love you and you do not love me

You cause a commotion when you come to town
You give them a smile and they melt
Having lovers and friends is all good and fine
But I do not like yours and you do not like mine

La la, la la la la la
La la, la la la la la

[Chorus 1]
I do not care what you do at night
Oh, and I don't care how you get your delights
I am going to leave you alone, I will just let it be
I do not love you and you do not love me

[Verse 2]
I got a problem. Can you relate?
I got a woman calling love hate
We made a vow we would always be friends
How could we know that promises end?

[Chorus 2]
I tried to love you for years upon years
You refuse to take me for real
It is time you saw what I want you to see
And I would still love you if you would just love me

[Chorus 1]

[Chorus 2][x2]"
682,Get Used to It,Roger Voudouris,Roger Voudouris,Get Used to It Roger Voudouris,"I did not know what you were about
Something called love made me want to find out
Did not think you could ever care
But I'm outta control
'Cause you're takin' me there
I couldn't believe our love would last
It's comin' on strong, girl
Comin' on so much faster
Get used to it
'Cause I'll be around
Yeah, ya better get used to
All my love
Get used to it
Don' t let me down
You pulled me in
So don't turn me around
You didn't hesitate
And told me just how you feel
Well there ain't no mistake
This time it's for real
I didn't believe our love would last
It's comin' on strong, girl
Comin' on so much faster
Get used to it
'Cause I'll be around
Yeah, ya better get used to
All my love, please
I'll be around you because I'm crazy about you
I'll be around you, baby, you know I can't live without you
I'll be around ya, baby, 'cause I'm hungry for your love
So you better get used to it
'Cause I'll be around
Yeah, ya better get used to
All my love, please
Ya, better get used to
All my love, baby
Ya, better get used
To our love"
683,How Much I Feel,Ambrosia,Ambrosia,How Much I Feel Ambrosia,"[Verse 1]
I don't know how this whole business started
Of you thinkin' that I had been untrue
But if you think that we'd be better parted
It's gonna hurt me but I'll break away from you
Well, just give me the sign and I will be gone, yeah

[Chorus]
That's how much I feel feel for you, baby
How much I need, I need your touch
How much I live I live for your lovin'
That's how much, that's how much
That's how much, that's how much

[Verse 2]
I sleep alone, and late at night I'm dreamin'
Of the togetherness that seems to be leavin' me, oh no
I'd give it all and then I'd give some more
If you would only love me like you had before
Take hold of my hand all will be forgiven

[Chorus]

[Bridge]
So you try, try to stay in the middle
And then you cry, well you cry just a little
Then you both realize just how foolish you've been
And you try to make amends but you're better off as friends
Cause that's how much, that's how much
That's how much, that's how much

[Verse 3]
How's your life been goin' on?
I've got a wife now years we've been goin' strong
Oh no there's just something that I've got to say
Sometimes when we make love I still can see your face
Just try to recall when we were as one

[Chorus]"
684,Suspicions,Eddie Rabbitt,Eddie Rabbitt,Suspicions Eddie Rabbitt,"I'm so glad that I met you, baby
And I'm so proud
When we walk down the street
And I know it's crazy to worry like I do
But I get this feeling that I'm losing you

I get these suspicions
Even though I know that you love me, baby
And I really shouldn't feel this way

Suspicions
I can't help it
You're just so good looking
I'm afraid somebody's gonna steal you away from me

When I go out to a party with you
You always turn every head in the room
And I just know what's on every man's mind
I try to fight it
But it gets me sometimes

I get these suspicions
Even though I know that you love me, baby
And I really shouldn't feel this way

Ooh, suspicions
I can't help it
You're just so good looking
I'm afraid somebody's gonna steal you away from me

Ooh, suspicions

When I'm with you
I feel so satisfied
The way you touch me when you lay by my side

And that look
You get in your eyes when we love
It makes me hate myself for what I'm thinking of

I get these suspicions
Even though I know that you love me, baby
And I really shouldn't feel this way

Ooh, suspicions
I can't help it
You're just so good looking
I'm afraid somebody's gonna steal you away from me

Suspicions
Even though I know that you love me, baby
And I really shouldn't feel this way

Ooh, suspicions
I can't help it you're just so good looking
I'm afraid somebody's gonna steal you away from me

Ooh, suspicions
Even though I know that you love me, baby
And I really shouldn't feel this way"
685,You Take My Breath Away,Rex Smith,Rex Smith,You Take My Breath Away Rex Smith,"You, I don't know what to say
You take my breath away
You're every song I sing
You're the music that I play
And you take my breath away

You, you smile and it's okay
You take my breath away
Like water from a spring on a sizzling summer day
Oh you take my breath away

There are words for the magic of a sunrise
Only none of them will do
For you, you take my breath away
And I don't know what to say
'Cause you take my breath away

You, you take my breath away
And I don't know what to say
'Cause you take my breath away
You take my breath away
You take my breath away

You take my breath away
You take my breath away
Oh yeah, you take my breath away
Oh, you take my breath away
Oh, I say you take my breath away, yeah yeah
I say, I say, I say you take my breath away"
686,How You Gonna See Me Now,Alice Cooper,Alice Cooper,How You Gonna See Me Now Alice Cooper,"Dear darlin', surprised to hear from me?
Bet you're sittin' drinkin' coffee, yawnin' sleepily

Just to let you know
I'm gonna be home soon
I'm kinda awkward and afraid
Time has changed your point of view

How you gonna see me now?
Please don't see me ugly babe
'Cause I know I let you down
In oh so many ways

How you gonna see me now?
Since we've been on our own
Are you gonna love the man
When the man gets home

Listen darlin', now I'm heading for the west
Straightened out my head but my old heart is still a mess

Yes, I'm worried honey
Guess that's natural though
It's like I'm waiting for a welcome sign
Like a hobo in the snow

How you gonna see me now?
Please don't see me ugly babe
'Cause I know I let you down
In oh so many ways

How you gonna see me now?
Since we've been on our own
Are you gonna love the man
When the man gets home

And just like the first time
We're just strangers again
I might have grown out of style
In the place I've been

And just like the first time
I'll be shakin' inside
When I walk in the door
There'll be no place to hide

How you gonna see me now?
Please don't see me ugly babe
'Cause I know I let you down
In oh so many ways

How you gonna see me now?
Since we've been on our own
Are you gonna love the man
When the man gets home"
687,Double Vision,Foreigner,Foreigner,Double Vision Foreigner,"[Verse 1]
Feeling down 'n' dirty, feeling kinda mean
I've been from one to another extreme
This time I had a good time, ain't got time to wait
I wanna stick around 'till I can't see straight

[Chorus]
Fill my eyes with that double vision
No disguise for that double vision
Ooh, when it gets through to me, it's always new to me
My double vision gets the best of me

[Verse 2]
Never do more than I, I really need
My mind is racing, but my body's in the lead
Tonight's the night, I'm gonna push it to the limit
I live all of my years in a single minute

[Chorus]
Fill my eyes with that double vision
No disguise for that double vision
Ooh, when it gets through to me, it's always new to me
My double vision always seems to get the best of me, the best of me, yeah-eah eah-eah-hey

[Outro]
Oh-ooh (oh) oh-oh, double vision
(Oh) I need double vision
(Oh, double vision) it takes me out of my head, taking me out of my head
(Oh, double vision) I get my double vision, woa-oah
(Oh, double vision) seeing double double, double vision
(Oh, double vision) oh-oh my my double vision
(Oh, double vision) double vision, yeah-ah-ah eah-eah eah-eah ah
(Oh, double vision) I get double vision, oooh
How, how?"
688,Everytime I Think of You,The Babys,The Babys,Everytime I Think of You The Babys,error
689,I Got My Mind Made Up (You Can Get It Girl),Instant Funk,Instant Funk,I Got My Mind Made Up (You Can Get It Girl) Instant Funk,"I got my mind made up
Come on, you can get it
Get it girl, anytime (say what)
Tonight is fine
I got my mind made up
Come on, you can get it
Get it girl, anytime (say what)
Tonight is fine
I got my mind made up
Come on, you can get it
Get it girl, anytime (say what)
Tonight is fine
I got my mind made up
Come on, you can get it
Get it girl, anytime (say what)
Tonight is fine
You've got to push it to me baby
(Push it to me baby)
Slide it to me honey
(Slide it to me girl)
If you want my money
(If you want my money)
You've got to make it good as honey
Now you've got me grooving
(You've got me groovin')
Just keep on movin'
(Movin', keep movin')
The beat is really soothing
(Really, really soothing)
The more you keep me movin'
(Keep me mooooovin')
I got my mind made up
Come on, you can get it
Get it girl, anytime (say what)
Tonight is fine (X4)
Oh baby, waste me baby, waste me
Taste me baby, taste me
Space me, Space me
I got my mind made up
Come on, you can get it
Get it girl, anytime (say what)
Tonight is fine
I got my mind made up
Come on, you can get it
Get it girl, anytime
Tonight is fine
I got my mind made up
Come on, you can get it
Get it girl, anytime
Tonight is fine
I got my mind made up
Come on, you can get it
Get it girl, anytime
Tonight is fine
(Tonight is fine)
Now you've got me groovin'
(You've got me groovin')
Just keep on moving
(Movin', keep movin'
The beat is really soothing
(Really, really soothing)
The more you keep me moving
(Keep me moooooovin')
Give it to me
Give it to me
I got my mind made up
Come on, you can get it
Get it girl, anytime (say what)
Tonight is fine [4x]"
690,Don't Stop 'til You Get Enough,Michael Jackson,Michael Jackson,Don't Stop 'til You Get Enough Michael Jackson,"[Intro]
You know, I was
I was wondering, you know
If you could keep on
Because the force
It’s got a lot of power
And it make me feel like ah
It make me feel like… oooh!

[Verse 1]
Lovely is the feeling now
Fever, temperatures rising now
Power is the force the vow
That makes it happen, it asks no questions why
So get closer
To my body now
Just love me
Till you don't know how

[Chorus]
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough

[Bridge]

[Verse 2]
Touch me and I feel on fire
Ain’t nothing like a love desire
I'm melting (I'm melting)
Like hot candle wax sensation
Lovely where we're at
So let love take us through the hours
I won't be complaining
Cause this is love power

[Chorus]
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough

[Verse 3]
Heartbreak enemy despise
Eternal
Love shines in my eyes
So let love take us through the hours
I won't be complaining
Cause your love is alright, alright

[Chorus]
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough

Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough

[Refrain]
Lovely is the feeling now I won't be complaining
The force is love power

[Chorus]
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough

Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough
Keep on with the force don't stop
Don't stop 'til you get enough"
691,"Bad Case of Loving You (Doctor, Doctor)",Robert Palmer,Robert Palmer,"Bad Case of Loving You (Doctor, Doctor) Robert Palmer","Whoa

A hot summer night fell like a net
I've gotta find my baby yet
I need you to soothe my head
Turn my blue heart to red

Doctor, doctor, gimme the news
I got a bad case of loving you
No pill's gonna cure my ill
I've got a bad case of lovin' you

A pretty face don't make no pretty heart
I learned that, buddy, from the start
You think I'm cute, a little bit shy
Mama, I ain't that kind of guy

Doctor, doctor, gimme the news
I got a bad case of loving you
No pill's gonna cure my ill
I got a bad case of lovin' you

Whoa

I know you like it, you like it on top
Tell me, mama, are you gonna stop?

You had me down twenty-one to zip
Smile of Judas on your lip
Shake my fist, knock on wood
I've got it bad and I got it good

Doctor, doctor, gimme the news
I've got a bad case of loving you
No pill's gonna cure my ill
I got a bad case of lovin' you"
692,Somewhere in the Night,Barry Manilow,Barry Manilow,Somewhere in the Night Barry Manilow,"Time, you found time enough to love
And I found love enough to hold you
So tonight, I'll stir the fire you feel inside
Until the flames of love enfold you

Laying beside you, lost in the feeling
So glad you opened my door

Come with me
Somewhere in the night we will know
Everything lovers can know
You're my song
Music too magic to end
I'll play you over and over again
Loving so warm, moving so right
Closing our eyes and feeling alive
We'll just go on burning bright
Somewhere in the night

You'll sleep when the morning comes
And I'll lie and watch you sleeping
And you'll smile when you dream about the night
Like it's a secret you've been keeping

Laying beside you lost in the feeling
So glad you opened my door

You're my song
Music too magic to end
I'll play you over and over again
Loving so warm, moving so right
Closing our eyes and feeling alive
We'll just go on burning bright
Somewhere in the night
We'll just go on burning bright
Somewhere in the night"
693,We've Got Tonight,Bob Seger & The Silver Bullet Band,Bob Seger,We've Got Tonight Bob Seger,"I know it's late
I know you're weary
I know your plans don't include me
Still here we are
Both of us lonely
Longing for shelter from all that we see
Why should we worry
No one will care girl
Look at the stars so far away

We've got tonight
Who needs tomorrow
We've got tonight babe why don't you stay

Deep in my soul
I've been so lonely
All of my hopes fading away
I've longed for love
Like everyone else does
I know I'll keep searchin' even after today

So there it is girl
I've said it all now
And here we are babe
What do you say

We've got tonight
Who needs tomorrow
We've got tonight babe why don't you stay

I know it's late I know you're weary
Ohhhh I know your plans don't include me
Still here we are
Both of us lonely, both of us lonely

We've got tonight
Who needs tomorrow
Let's make it last
Let's find a way
Turn out the light come take my hand now
We've got tonight why don't you stay

We've got tonight
Who needs tomorrow
Let's make it last
Let's find a way
Turn out the light come take my hand now
We've got tonight why don't you stay

Ohh we've got tonight
Who needs tomorrow
Let's make it last
Let's find a way
Turn out the light come take my hand now
We've got tonight why don't you stay

Ohhh ohhhhh why don't you stay"
694,Dance the Night Away,Van Halen,Van Halen,Dance the Night Away Van Halen,"      Have you seen her?
So fine and pretty. Fooled me with her style and ease
And I feel her from across the room
Yes, it's love in the third degree
Ooh, baby, baby
Won'tcha turn your head my way?
Ooh, baby, baby
Come on, take a chance
You're old enough to dance the night away
Oh, come on, baby, dance the night away
A live wire
Barely a beginner, but just watch that lady go
She's on fire, cause dancing gets her higher than anything else she knows
Ooh, baby, baby
Won'tcha turn your head my way?
Ooh, baby, baby
Well, don't skip romance, cause you're old enough to dance the night away
Oh, come on, baby, dance the night away
Dance the night away
Dance, dance, dance the night away
[Repeat and fade]"
695,Dancin' Shoes,Nigel Olsson,Nigel Olsson,Dancin' Shoes Nigel Olsson,"Too many long conversations
And no one is hearin a word
Just tryin to escape the frustrations
Till a song in the night can be heard

Put on your dancin shoes
Throw out those one-night blues
Heres one to love and to chance
For a spin on that wheel of romance

Too slow to unriddle your problems
Too lonely for someone to care
Long, lonely silence keeps haunting
Till the song in the night finds you there

Put on your dancin shoes
Throw out those one-night blues
And her..."
696,The Boss,Diana Ross,Diana Ross,The Boss Diana Ross,"[Verse 1]
Fancy me
Thought I had my degree
In life and how love
Ought to be a run
I had a one step plan to prove it
Guide in my pocket for fools
Folly and fun
Love had to show me one thing

[Chorus]
I was so right (so right)
So right
Thought I could turn emotion
On and off
I was so sure
So sure (I was so sure)
But love taught me
Who was, who was, who was the boss

[Verse 2]
I'd defy
Anyone who claimed that I
Didn't control
Whatever moved in my soul
I could tempt
Touch delight
Just because you fell for me
Why should I feel uptight
Love had to show me one thing

[Chorus]
I was so right (so right)
So right
Thought I could turn emotion
On and off
I was so sure
So sure (I was so sure)
But love taught me
Who was, who was, who was the boss

[Breakdown]
Love taught me
Taught me
Taught me
Taught me

[Chorus]
I was so right (so right)
So right
Thought I could turn emotion
On and off
I was so sure
So sure (I was so sure)
But love taught me
Who was, who was, who was the boss
(Taught me who was, who was the boss)"
697,Sail On,Commodores,Commodores,Sail On Commodores,"Sail on down the line
'Bout a half a mile or so
And don't really wanna know
Where you're going

Maybe once or twice you see
Time after time I tried to
To hold on to what we got
But now you're going

And I don't mind about the
Things you're gonna say, Lord
I gave all my money and my time
I know it's a shame
But I'm giving you back your name
Yeah, yeah

Yes, I'll be on my way
I won't be back to stay
I guess I'll move along
I'm looking for a good time

Sail on down the line
Ain't it funny how the time can go
All my friends say they told me so
But it doesn't matter

It was plain to see that
A small town boy like me
Just wasn't your cup of tea
I was wishful thinking

I gave you my heart and
I tried to make you happy
And you gave me nothing in return
You know, it ain't so hard to say
Would you please just go away
Yeah, yeah

I've thrown away the blues
I'm tired of being used
I want everyone to know
I'm looking for a good time
Good time, yeah

Sail on, honey
Good times never felt so good
Sail on, honey
Good times never felt so good
Sail on, sugar
Good times never felt so good

Sail on
Sail on
Sail on"
698,I Do Love You,GQ,GQ,I Do Love You GQ,"I do love you, ooooh
But it's alright, alright, aaah

(I do love you)
(I love you, I love you)
I love you so right now
(Ooh-ho-ho-ooh)
My my baby, hey, yeah
Little darlin' I said
(I do love you)
(I love you, I love you, ooh-ho-ho-ooh)
I love you so right now
Never, never gonna let
Gonna let, gonna let you go, na-na-na
Pretty little baby
(I do love you)
(I love you, I love you, ooh-ho-ho-ooh)
I say, I want you to try to understand
That I, I want to be your lovin' man, babe
(I do love you)
(I love you, I love you, ooh-ho-ho-ooh)

My baby, I love you so
And I don't want you to go, no, no
Why don't you listen to me, ya
I'm beggin' you on bended knees

(I do love you)
(I love you, I love you, ooh-ho-ho-ooh)
My girl, I prayed that your love
It would come to me
Someday
(I do love you)
(I love you, I love you, ooh-ho-ho-ooh)
Because I love you so, babe
You're about to drive me mad
(I do love you)
(I love you, I love you, ooh-ho-ho-ooh)
I love you so right now
Pretty baby, pretty baby
(I do love you)
(I love you, I love you, ooh-ho-ho-ooh)
I love you so right now
Oh, baby, I love you so
And I don't want you to go
No, no, no, no, no, no
Why don't you listen to me
I'm beggin' you on bended knees
(I do love you)
(I love you, I love you, ooh-ho-ho-ooh)"
699,Strange Way,Firefall,Firefall,Strange Way Firefall,"Didn't I hear you cry this morning, didn't I feel you weep?
Teardrops flowin' down on me, like rivers in my sleep
And in my dream of laughter, you came creepin' with your fears
Telling me your sorrows, in the tracings of your tears

That's a strange way to tell me you love me
When your sorrow is all I can see
If you just want to cry to somebody, don't cry to me, no
Don't cry to me, no

Didn't I hear your voice this morning, didn't you call my name?
I heard you whisper softly, but the words were never plain
And in your dream of darkness, I came shinin' like the sun
Waiting for the laughter, but the laughter never comes

That's a strange way to tell me you love me
When your sorrow is all I can see
If you just want to cry to somebody, dont cry to me, no
Dont cry to me, no

Didn't you feel alone this morning, didn't you need a friend?
And in your darkest hour, you came runnin' back again

That's a strange way to tell me you love me (x3)"
700,Shadow Dancing,Andy Gibb,Andy Gibb,Shadow Dancing Andy Gibb,"You got me looking at that heaven in your eyes
I was chasing your direction, I was telling you no lies
And I was loving you
When the words are said, baby, I lose my head

And in a world of people, there's only you and I
There ain't nothing come between us in the end
How can I hold you when you ain't even mine?
Only you can see me through
I leave it up to you

Do it light, taking me through the night
Shadow dancing, baby you do it right, uh-huh
Give me more, drag me across the floor
Shadow dancing, all this and nothing more

All that I need is just one moment in your arms
I was chasing your affection, I was doing you no harm
And I was loving you
Make it shine, make it rain, baby I know my way

I need that sweet sensation of living in your love
I can't breath when you're away, it pulls me down
You are the question and the answer am I
Only you can see me through
I leave it up to you

Do it light, taking me through the night
Shadow dancing, baby you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothing more

And in this world of people, there's only you and I
There ain't nothing come between us in the end
How can I hold you when you ain't even mine?
Only you can see me through
I leave it up to you, oh

Do it light, taking me through the night
Shadow dancing, baby you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothing more

Do it light, taking me through the night
Shadow dancing, baby you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothing more

Do it light, taking me through the night
Shadow dancing, baby you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothing more

Do it light, taking me through the night
Shadow dancing, baby you do it right
Give me more, drag me across the floor
Shadow dancing, all this and nothing more"
701,Night Fever,Bee Gees,Bee Gees,Night Fever Bee Gees,"[Verse 1]
Listen to the ground
There is movement all around
There is something goin' down
And I can feel it

[Verse 1]
On the waves of the air
There is dancin' out there
If it's somethin' we can share
We can steal it

[Pre-Chorus]
And that sweet city woman
She moves through the light
Controlling my mind and my soul
When you reach out for me
Yeah, and the feelin' is right

[Chorus]
Then I get night fever, night fever
We know how to do it
Gimme that night fever, night fever
We know how to show it

[Verse 3]
Here I am
Prayin' for this moment to last
Livin' on the music so fine
Borne on the wind
Makin' it mine

[Chorus - Var. 1]
Night fever, night fever
We know how to do it
Gimme that night fever, night fever
We know how to show it

[Verse 2]
In the heat of our love
Don't need no help for us to make it
Gimme just enough to take us to the mornin'
I got fire in my mind
I got higher in my walkin'
And I'm glowin' in the dark
I give you warnin'

[Pre-Chorus]
And that sweet city woman
She moves through the light
Controlling my mind and my soul
When you reach out for me
Yeah, and the feelin' is right

[Chorus]
Then I get night fever, night fever
We know how to do it
Gimme that night fever, night fever
We know how to show it

[Verse 3]
Here I am
Prayin' for this moment to last
Livin' on the music so fine
Borne on the wind
Makin' it mine

[Chorus]
Night fever, night fever
We know how to do it
Gimme that night fever, night fever
We know how to show it

[Chorus]
Night fever, night fever
We know how to do it
Gimme that night fever, night fever
We know how to show it

[Outro]
Night fever, night fever
We know how to do it"
702,You Light Up My Life,Debby Boone,Debby Boone,You Light Up My Life Debby Boone,"[Verse 1]
So many nights
I'd sit by my window
Waiting for someone
To sing me his song

So many dreams
I've kept deep inside me
Alone in the dark
But now you've come along

[Chorus]
And you
Light up my life
You give me hope
To carry on
You light up my days
And fill my nights
With song

[Verse 2]
Rolling at sea
Adrift on the waters
Could it be finally
I'm turning for home?
Finally, a chance
To say, ""Hey, I love you,""
Never again
To be all alone

[Chorus] x2

[Outro]
It can't be wrong
When it feels so right
'Cause you
You light up my life"
