,Song,Artist,artist_trunc,search_term,lyrics_raw
1346,Do Your Thing,The Watts 103rd Street Rhythm Band,The Watts,Do Your Thing The Watts,"Express Yourself!

Express Yourself!

You don't ever need help from nobody else. All you got to do now:

Express Yourself!

What ever you do, do it good

What ever you do, do it good. All right...

It's not what you look like, when you're doin' what you're doin'

It's what you're doin' when you're doin' what you look like you're doin'!

Express Yourself!

Express Yourself!

They're doin'it on the moon, yeah...

In the jungle too

Everybody on the floor, now

Jumpin' like a kangaroo

So let the horns do the thing they do, yo...

Some people have everything, and other people don't

But everything don't mean a thing if it ain't the thing you want

Express Yourself!

Express Yourself!

O, do it! O, do it

Do it to it. Go on and do it

Yo, do it. Give

Express Yourself!

Express Yourself"
1347,I'd Wait a Million Years,The Grass Roots,The Grass,I'd Wait a Million Years The Grass,error
1348,Touch Me,The Doors,The Doors,Touch Me The Doors,"[Intro]
Yeah! Come on, come on, come on, come on
Now touch me, babe
Can't you see that I am not afraid?
What was that promise that you made?
Why won't you tell me what she said?
What was that promise that you made?

[Hook]
Now, I'm going to love you
Till the heavens stop the rain
I'm going to love you
Till the stars fall from the sky for you and I

[Bridge]
Come on, come on, come on, come on
Now touch me, babe
Can't you see that I am not afraid?
What was that promise that you made?
Why won't you tell me what she said?
What was that promise that you made?

[Hook]
Now, I'm going to love you
Till the heavens stop the rain
I'm going to love you
Till the stars fall from the sky for you and I
I'm going to love you
Till the heavens stop the rain
I'm going to love you
Till the stars fall from the sky for you and I

[Outro]

Stronger than dirt"
1349,More Today Than Yesterday,Spiral Starecase,Spiral Starecase,More Today Than Yesterday Spiral Starecase,"I don't remember what day it was
I didn't notice what time it was
All I know is that I fell in love with you
And if all my dreams come true
I'll be spending time with you

Every day's a new day in love with you
With each day comes a new way of loving you
Every time I kiss your lips my mind starts to wander
And if all my dreams come true
I'll be spending time with you

Oh, I love you more today than yesterday
But not as much as tomorrow
I love you more today than yesterday
But, darling, not as much as tomorrow

Tomorrow's date means springtime's just a day away
Cupid, we don't need ya now, be on your way
I thank the lord for love like ours that grows ever stronger
And I always will be true, I know you feel the same way too

Oh, I love you more today than yesterday
But not as much as tomorrow
I love you more today than yesterday
But only half as much as tomorrow

Every day's a new day, every time I love ya
Every way's a new way, every time I love ya
Every day's a new day, oh, how I love ya"
1350,I've Gotta Be Me,Sammy Davis Jr.,Sammy Davis,I've Gotta Be Me Sammy Davis,"Whether I'm right or whether I'm wrong
Whether I find a place in this world or never belong
I gotta be me, I've gotta be me
What else can I be but what I am

I want to live, not merely survive
And I won't give up this dream
Of life that keeps me alive
I gotta be me, I gotta be me
The dream that I see makes me what I am

That far-away prize, a world of success
Is waiting for me if I heed the call
I won't settle down, won't settle for less
As long as there's a chance that I can have it all

I'll go it alone, that's how it must be
I can't be right for somebody else
If I'm not right for me
I gotta be free, I've gotta be free
Daring to try, to do it or die
I've gotta be me

I'll go it alone, that's how it must be
I can't be right for somebody else
If I'm not right for me
I gotta be free, I just gotta be free
Daring to try, to do it or die
I gotta be me"
1351,Lay Lady Lay,Bob Dylan,Bob Dylan,Lay Lady Lay Bob Dylan,"[Verse 1]
Lay, lady, lay
Lay across my big brass bed
Lay, lady, lay
Lay across my big brass bed
Whatever colors you have in your mind
I’ll show them to you and you’ll see them shine

[Verse 2]
Lay, lady, lay
Lay across my big brass bed
Stay, lady, stay
Stay with your man awhile
Until the break of day, let me see ya' make him smile
His clothes are dirty but his, his hands are clean
And you’re the best thing that he’s ever seen

[Verse 3]
Stay, lady, stay
Stay with your man awhile
Why wait any longer for the world to begin
You can have your cake and eat it too
Why wait any longer for the one you love
When he’s standing in front of you

[Verse 4]
Lay, lady, lay
Lay across my big brass bed
Stay, lady, stay
Stay while the night is still ahead
I long to see you in the morning light
I long to reach for you in the night
Stay, lady, stay
Stay while the night is still ahead"
1352,Atlantis,Donovan,Donovan,Atlantis Donovan,"{Monologue - }

The continent of Atlantis was an island
Which lay before the great flood
In the area we now call the Atlantic Ocean
So great an area of land
That from her western shores
Those beautiful sailors journeyed
To the South and the North Americas with ease
In their ships with painted sails
To the East Africa was a neighbor
Across a short strait of sea miles

The great Egyptian age is
But a remnant of The Atlantian culture
The antediluvian kings colonised the world
All the Gods who play in the mythological dramas
In all legends from all lands were from far Atlantis

Knowing her fate
Atlantis sent out ships to all corners of the Earth
On board were the Twelve:

The poet, the physician, The farmer, the scientist
The magician and the other so-called Gods of our legends
Though Gods they were -
And as the elders of our time choose to remain blind
Let us rejoice

And let us sing
And dance and ring in the new Hail Atlantis!

{Sung Portion - }

Way down below the ocean where I wanna be she may be
Way down below the ocean where I wanna be she may be
Way down below the ocean where I wanna be she may be
Way down below the ocean where I wanna be she may be
Way down below the ocean where I wanna be she may be
My antediluvian baby, oh yeah yeah, yeah yeah yeah
I wanna see you some day
My antediluvian baby, oh yeah yeah, yeah yeah yeah
My antediluvian baby
My antediluvian baby, I love you, girl
Girl, I wanna see you some day
My antediluvian baby, oh yeah
I wanna see you some day, oh My antediluvian baby
My antediluvian baby, I wanna see you
My antediluvian baby, gotta tell me where she gone
I wanna see you some day Wake up, wake up, wake up, wake up
Oh yeah Oh club club, down down, yeah
My antediluvian baby, oh yeah yeah yeah yeah"
1353,Traces,Classics IV,Classics IV,Traces Classics IV,"Faded photograph
Covered now with lines and creases
Tickets torn in half
Memories in bits and pieces

Traces of love long ago
That didn't work out right
Traces of love

Ribbons from her hair
Souvenirs of days together
The ring she used to wear
Pages brown from old love letter

Traces of love long ago
That didn't work out right
Traces of love with me tonight

I close my eyes and say a prayer
That in her heart she'll find
A trace of love still there
Somewhere, oh, oh

Traces of hope in the night
That she'll come back and dry
These traces of tears from my eyes"
1354,It's Getting Better,"""Mama"" Cass Elliot","""Mama"" Cass","It's Getting Better ""Mama"" Cass","Once I believed that when love came to me
It would come with rockets, bells and poetry
But with me and you it just started quietly and grew
And believe it or not
Now there's something groovy and good
Bout whatever we got

And it's getting better
Growing stronger warm and wilder
Getting better everyday, better everyday
I don't feel all turned on and starry eyed
I just feel a sweet contentment deep inside
Holding you at night just seems kind of natural and right

And it's not hard to see
That it isn't half of what it's going to turn out to be
Cause it's getting better
Growing stronger, warm and wilder
Getting better everyday, better everyday
Ba da da da da da da da da da da da

And I don't mind waitin', don't mind waitin'
Cause no matter how long it takes
The two of us know
That it's getting better
Growing stronger, warm and wilder
Getting better everyday, better everyday"
1355,This Magic Moment,Jay and the Americans,Jay and,This Magic Moment Jay and,"This magic moment
So different and so new
Was like any other
Until I kissed you

And then it happened
It took me by surprise
I knew that you felt it too
By the look in your eyes

Sweeter than wine (sweeter than wine)
Softer than a summer night (softer than a summer night)
Everything I want, I have (everything, everything)
Whenever I hold you tight

This magic moment (this magic moment)
While your lips are close to mine
Will last forever
Forever till the end of time

(this magic moment)
Whoa-oh-oh-oh-oh
Oh-oh-oh-oh-oh
(this magic moment)
Oh-oh-oh-oh

Sweeter than wine (sweeter than wine)
Softer than a summer night (softer than a summer night)
Everything I want, I have (everything, everything)
Whenever I hold you tight

This magic moment (this magic moment)
While your lips are close to mine
Will last forever (this magic moment)
Forever till the end of time (magic)

Whoa-oh-oh-oh-oh (magic)
Whoa-oh-oh-oh-oh (magic)
Oh-oh-oh-oh (moment)

Oh-oh-oh-oh (magic)
Oh-oh-oh-oh (magic)
Oh-oh-oh-oh-oh (magic)
Oh-oh-oh-oh (moment)

Magic, oh-oh-oh
Magic, oh-oh-oh
Magic, oh-oh-oh (moment)"
1356,"Runaway Child, Running Wild",The Temptations,The Temptations,"Runaway Child, Running Wild The Temptations","You played hooky from school
And you can't go out to play, yeah
Mama said for the rest of the week
In your room you gotta stay, yeah
Now you feel like
The whole world's pickin' on you
But deep down inside you know it ain't true
You've been punished cause your mother
Wants to raise you the right way, yeah
But you don't care
Cause you already made up your mind
You want to run away, yeah
You're on your way
Run away child, running wild
Run away child, running wild
Better come back home
Better come back home
Where you belong
Where you belong

Roaming through the city
Going nowhere fast
You're on your own at last
Hey it's getting late, where will you sleep
Gettin' kinda hungry
You forgot to bring something to eat
Oh lost with no money, you start to cry
But remember you left home
Wanting to be grown
So dry your weepin' eyes
Siren screamin' down, neon light is flickin'
You want your mama
Ah there's nothing for you
You're frightened and confused
I want my mama
But she's much too far away
She can't hear a word you say
You heard some frightening news on the radio
About little boys running away from home
And their parents don't see them no more
You want to hitch a ride and go home
But your mama told you never trust a stranger
And you don't know which way to go

Streets are dark and deserted
Not a sound nor sign of life
How you long to hear your mother's voice
Cause you're lost and alone
But remember you make the choice
Run away child, running wild
Better go back home where you belong
Run away child, running wild
Better go back home where you belong
You're lost in this great big city
(Go back home where you belong)
Not one familiar face
Ain't it a pity
(Go back home where you belong)
Oh run away child, running wild
You better go back home where you belong
Mama, mama please come and see about me
But she's much too far away
She can't hear a word you say
I want my mama
You're frightened and confused
Which way will you choose"
1357,Hawaii Five-O,The Ventures,The Ventures,Hawaii Five-O The Ventures,"This brand new album is called Hawaii Five-O
Proving, once again, that the fabulous Ventures are definitely instrumental in your life
The Ventures personally and proudly present, on the always together Liberty label
A sky-rocketing spectrum of mass sound
The Ventures
Creating a universal instrumental institution
And when they do a hit you know it's been done
Hawaii Five-O
Also available on 4-track, 8-track and cassette"
1358,Galveston,Glen Campbell,Glen Campbell,Galveston Glen Campbell,"Galveston, oh Galveston, I still hear your sea winds blowin'
I still see her dark eyes glowin'
She was 21 when I left Galveston

Galveston, oh Galveston, I still hear your sea waves crashing
While I watch the cannons flashing
I clean my gun and dream of Galveston

I still see her standing by the water
Standing there lookin' out to sea
And is she waiting there for me?
On the beach where we used to run

Galveston, oh Galveston, I am so afraid of dying
Before I dry the tears she's crying
Before I watch your sea birds flying in the sun
At Galveston, at Galveston"
1359,I'm Gonna Make You Mine,Lou Christie,Lou Christie,I'm Gonna Make You Mine Lou Christie,"I'll try every trick in the book
With every step that you take
Everywhere that you look
Just look and you'll find
I'll try to get to your soul
I'll try to get to your mind
I'm gonna make you mine

I know I'll never give up
I'm at the end of my rope
From the morning 'til supper time
And you'll find
I'll be waiting in line
I'll be waiting in line
I'm gonna make you mine

Baby, I'm gonna make you mine
Make you mine, I'm gonna make you mine
Baby, I'm gonna make you mine
I'm gonna make you mine

I'll try every trick in the book
With every step that you take
Everywhere that you look
Just look and you'll find
I'll be waiting in line
I'll be waiting in line
'Cause I'm gonna make you mine

Baby, I'm gonna make you mine
Make you mine, I'm gonna make you mine
Baby, I'm gonna make you mine
I'm gonna make you mine

I'll be a hard lovin', pushin' kinda, uh, individual
Knocking night and day at your door
You'll have to turn me away
Like a indestructible force

Oh, oh, oh, oh, oh

Baby, I'm gonna make you mine
Make you mine, I'm gonna make you mine
Baby, I'm gonna make you mine
I'm gonna make you mine

I'll try every trick in the book
With every step that you take
Everywhere that you look
Just look and you'll find
I'll try to get to your soul
I'll try to get to your mind
'Cause I'm gonna make you mine

Baby, I'm gonna make you mine
Make you mine, I'm gonna make you mine
Baby, I'm gonna make you mine
I'm gonna make you mine

Baby, I'm gonna make you mine
Make you mine, I'm gonna make you mine
Baby, I'm gonna make you mine
I'm gonna make you mine"
1360,Gitarzan,Ray Stevens,Ray Stevens,Gitarzan Ray Stevens,"He's free as the breeze
He's always at ease
He lives in the jungle
And hangs by his knees
As he swings through trees
Without a trapeeze
In his BVD's
A-hoo hoo!

He's got a union card
And he's practicin' hard
To play the gitar
Gon' be a big star
Yeah he's gonna go far
An' carry moonbeams home in a jar!

He ordered Chet's guitar course COD
Makes A&E an' he's workin' on B
Digs C&W&R&B an' an' me an' a chimpanzee
Agree that one day soon he'll be
A celebrity
Get it!
Get it!
Get it!
Get it!
OWWWWWWWWW!

Gitarzan!
He's a gitar man!
He's all you can stand
Give him a hand
Gitarzan!

(Tarzan yell)
(Coughing)

He's gotta girl named Jane
With no last name
Kinda homely and plain
But he loves her just the same
Cause she kindles a flame
And it drives him insane
When he hears her sing
She really does her thing
It's here claim to fame
Come on, sing one Jane:

Baby, baby, Whaooooo Baby!
(Scatting)
Whaooooo Baby!

How 'bout that
Lets here it for Jane!

Thank ya' folks

Well, they gotta pet monkey
He likes to get drunky
And sing boogie woogie
And it sounds real funky
Come on, yo' time, boy
Sing one monkey
Here we go

(Monkey grunts)

Lets here it for the monkey!
Whooooo!
(He He He He)

On Saturday night they need some excitement
Jane gets right and the monkey gets tight
And their voices unite, in the pale moon light
And it sounds alright, yeah, it's dynamite
It's outta sight
Let's hear it, right nnnnnnnnow!

(Gitarzan, Jane, and monkery all together)

Jane:
Shut up baby, I'm tryin' to sing!

Get it!
Get it!
Get it!
Get it!
Owwwwwww!

Gitarzan!
And his jungle band!
They're all you can stand
Give 'em a hand, Gitarzan!
(repeats once while fading)"
1361,Can I Change My Mind,Tyrone Davis,Tyrone Davis,Can I Change My Mind Tyrone Davis,"Aww, she didn't bat an eye
As I packed my bags to leave
I thought she would start to cry
Or sit around my room and grieve

But y'all, the girl
She fooled me this time
She acted like I was
The last thing on her mind
I would like to start all over again

Baby, can I change my mind
I just wanna change my mind
Baby, let me change my mind

As I took those steps
Toward that open door
Knowing all the time
Oh, Lord, I just didn't wanna go

But she didn't give me no sign
Nothing that would
Make me change my mind
I would like to start all over again

Baby, can I change my mind
Please, please, please, baby
I just wanna change my mind

Oh, I played my games
Many times before
But, peoples, let me tell y'all
Oh, I never reached the door

But, ooh, the winds howl tonight
I keep looking back but
My baby's not in sight
I would like to start all over again

Baby, can I change my mind
Please, please, please, baby
Baby, let me change my mind"
1362,Time Is Tight,Booker T & the M.G.'s,Booker T,Time Is Tight Booker T,[Instrumental]
1363,This Girl's in Love With You,Dionne Warwick,Dionne Warwick,This Girl's in Love With You Dionne Warwick,"You see this girl, this girl's in love with you
Yes I'm in love who looks at you the way I do
When you smile I can tell it know each other very well
How can I show you I'm glad I got to know you 'cause
I've heard some talk they say you think I'm fine
This girl's in love and what I'd do to make you mine
Tell me now is it so don't let me be the last to know
My hands are shakin' don't let my heart keep breaking 'cause
I need your love, I want your love
Say you're in love and you'll be my guy, if not I'll just die
Tell me now is it so don't let me be the last to know
My hands are shakin' don't let my heart keep breaking 'cause
I need your love, I want your love
Say you're in love and you'll be my guy, if not I'll just die"
1364,Color Him Father,The Winstons,The Winstons,Color Him Father The Winstons,"There's a man at my house, he's so big and strong
He goes to work each day, and he stays all day long

He comes home each night looking tired and beat
He sits down at the dinner table and has a bite to eat

Never a frown always a smile
When he says to me how's my child
I said that I've been studying hard all day in school
Tryin' very hard to understand the golden rule

I think I'll color this man father
I think I'll color him love
Said I'm gonna color him father
I think I'll color the man love, yes I will

He says education is the thing if you want to compete
Because without it son, life ain't very sweet
I love this man and I don't know why
Except I'll need his strength until the day that I die

My mother loves him and I can tell
By the way she looks at him when he holds my little sister Nell
I heard her say just the other day
That if it hadn't of been for him she couldn't have found her way

I think I'll color him father
I'm gonna color him love
I've got to color him father
I think I'll color this man love

Our real old man he got killed in the war
And she knows she and seven kids couldn't of gotten very far
She said she thought that she could never love again
And then there he stood with that big wide grin
He married my mother and he took us in
And now we belong to the man with that big wide grin

I've got to color this man father
I'm gonna color him love
I've got to color him father
I believe I'll color this man love

He's just been so good to me
I know I've got to color him love
I'm gonna color him father
I've got to color this man love

He's just been so kind
I think I'll color him love
I'm gonna color him father"
1365,Black Pearl,"Checkmates, Ltd.","Checkmates, Ltd.","Black Pearl Checkmates, Ltd.","Black pearl, precious little girl
Let me put you up where you belong
Black pearl little girl
You been in the background much too long
You been working so hard your whole life through
Tendin' other people's houses
Raisin' up their children too
Hey how about something for me and you
Here in my arms you're gonna reign supreme
No more servin' baby
They're gonna serve my queen
It's our turn for happiness and our day has come
Living for each other answering to no one

Black pearl precious little girl
Let me put you up where you belong
Because I love you
Black pearl pretty little girl
You been in the background much too long
Together we'll stand so straight and so tall
Created by love to love one and all
Hey heart to heart soul to soul
No other one could ever take your place
My world is built around
The very smile that's on your face
You'll never win a beauty show
No they won't pick you
But you're my miss America
I love you"
1366,Indian Giver,1910 Fruitgum Company,1910 Fruitgum,Indian Giver 1910 Fruitgum,"Can still remember it wasn't long ago
Things you used to tell me
You said I had to know
Told me that you love me
And that you always would
Then I said I loved you
You said that that was good
Girl you made a promise
Said you'd never want me to go
Oh no, oh

Chorus:
Indian giver
Indian giver
You took your love away from me
Indian giver
Indian giver
Took back the love you gave to me
Baby, I was feeling the way I wanna feel
You had me believing the love we had was real
Things we did together
You said they'd never end
Now and till forever
Oh yeah, that's what you said
Girl when I was down I knew that you would always be there
Oh, yeh
Chorus
Oh!
Chorus x 3"
1367,Mother Popcorn,James Brown,James Brown,Mother Popcorn James Brown,"[Chorus]
Popcorn[x2]

[Verse 1]
Some like them fat and some like them tall
Some like them short, skinny legs and all
I like them bold, I like them proud
And when they walk, you know they draw a crowd
See, you got to have a mother for me
Popcorn, a look here
There was a time when I was all alone
I had a secret, thought I was gone
Somebody done me, said, Now I see
What you are doing, brother, to stay ahead of me
And when I get burnt, ha, I use a salve
And when I want loving
A mother she got to have
See, you got to have a mother for me

[Chorus]
Popcorn[x3]
Look here, ha, good God
Look here
Do the popcorn and do the horse
Show everybody where you at, you gotta be boss
The way you do your little thing, step in a small ring
And jump back, baby, James Brown's going to do his thing, popcorn
Sometime, sometime I'm feeling low
Sometime I'm feeling low
I call another brother
Talking about Maceo
Maceo, blow your horn
A don't put no trash, ha
Play me some popcorn
Maceo, come on, popcorn"
1368,Twenty-Five Miles,Edwin Starr,Edwin Starr,Twenty-Five Miles Edwin Starr,"Come on feet, start movin'
Got to get me there
Hey, hey, uh, huh, huh, huh
Oh, uh, huh, huh, huh, yeah, oh

Twenty five miles from home, girl
My feet are hurtin' mighty bad
Now, I've been walking for three days
And two lonely nights
You know that I'm mighty mad

But I got a woman waitin' for me
That's gonna make this trip worthwhile
You see she's got
The kind of lovin' and a kissin'
A make a man go stone wild

So I got to keep on walkin'
I got to walk on, oh, ho, ho
I-I-I'm so tired
But I just can't lose my stride

I got fifteen miles to go now
And I can hear my baby callin' my name
It's as if it's though
I'm standing at her front door
I can hear that doggone plain

Now, I'll be so glad to see my baby
And hold her in my arms one more time
Now, when I kiss her lips
I turn her back over flip
And I'll forget about these feet of mine

I got to keep on walkin'
Hey, I got to walk on, let me tell y-y'all
I-I-I'm so tired
But I just can't lose my stride

Come on feet don't fail me now
I got ten more miles to go
I got nine, eight, seven, six, six, six
I got five more miles to go now

Over the other hill just around the bend
Although my feet are tired
I can't lose my stride
I got to get to my baby again

I got to keep on walkin'
Hey I got to walk on, wait, let me tell y-y-y'all
I-I-I'm so tired
But I just can't lose my stride

Walkin', yeah
I got to walk on, let me tell y-y-y'all
I see my baby
Just across the bend

Walkin', hey, hey now
I got to walk on, let me tell y-y-y'all
I got to say, on the step
[Incomprehensible] sun came up"
1369,Things I'd Like to Say,New Colony Six,New Colony,Things I'd Like to Say New Colony,"Baby, is he looking after you?
Is he showing you the same love, the warm love
Just like we knew?

Baby, baby, it's you I'm thinking of
In the morning when I wake up
In the evening, it's you that I dream of

Sometimes love hurts, and sometimes love's unkind
And sometimes you might feel blue
But remember now, darling, if his words are real
This will never, never happen to you

Baby, baby, there's things I'd like to say
I was hoping that with our love
We would get married someday

Baby, baby, it's you I'm thinking of
In the morning when I wake up
In the evening, it's you that I dream of

Sometimes love hurts, and sometimes love's unkind
And sometimes you might feel blue
But remember now, baby, if his words are real
This will never, never happen to you

Baby, baby, there's things I'd like to say
I was hoping that with our love
We would get married someday"
1370,When I Die,Motherlode,Motherlode,When I Die Motherlode,"When I die I hope to be
A better man then you thought I'd be
It's been hard to make you see
What kind of man I'm trying to be
All I ask for you to try
To understand what it means to me

It's not hard to understand why you
Get discouraged all the time
I keep trying not to worry but I
Can't help feeling lost in you
But I love you, want you
And I need you

Time goes by and you'll find
That we'll achieve a love sublime
When I die, I hope I'll be
The kind of man that you thought I'd be

It's not hard to understand why you
Get discouraged all the time
I keep trying not to worry but I
Can't help feeling lost in you
But I love you, want you
And I need you

Cause I love you
And I want you
Cause I gotta, gotta have you
Cause I, cause I need you

When I die, I hope I'll be
The kind of man that you thought I could be

Be (The kind of man that you thought I)"
1371,That's the Way Love Is,Marvin Gaye,Marvin Gaye,That's the Way Love Is Marvin Gaye,"[Verse 1]
Ah baby
After many tears fall from your eyes
A thousand times you ask yourself why
The one guy you love has departed
You're left alone and broken-hearted
Love just comes and goes
How long it's going to last nobody knows

[Chorus]
That's the way love is, baby [or honey, or other endearing term]
(That's the way love is, sugar, how it is)
That's the way love is, baby
(That's the way love is, sugar, how it is)
That's how it is

[Verse 2]
I know you're walking down a lonesome road
And your heart is carrying a heavy load
I know you feel like you haven't got a friend (haven't got a friend)
And your whole world's caving in (caving in)
Ah, but now is the time to be strong (to be strong)
You better forget him now that he's gone (now that he's gone)
Remember[?]

[Chorus]

[Instrumental]

[Verse 3]
Listen to me, little darling
The road of love is rough sometimes
But don't let it get the best of you
I've been hurt by love so many times
I know just what you're going through
You wish you were never born
You better forget him now that he's gone

[Chorus]

[Verse 4]
Wipe away your tears
Love is here today and gone tomorrow
(That's the way love is, sugar, how it is)
All your joys turn to sorrow
(That's the way love is, sugar, how it is)
One day gladness, and the next day sadness
(That's the way love is, sugar, how it is)
[...and fade]"
1372,Everybody's Talkin',Harry Nilsson,Harry Nilsson,Everybody's Talkin' Harry Nilsson,"[Chorus]
Everybody's talkin' at me
I don't hear a word they're sayin'
Only the echoes of my mind

[Verse 1]
People stoppin' starin'
I can't see their faces
Only the shadows of their eyes

[Verse 2]
I'm going where the sun keeps shinin'
Through the pouring rain
Going where the weather suits my clothes

[Verse 3]
Banking off of the North east winds
Sailing on a summer breeze
And skipping over the ocean like a stone

[Verse 2]
I'm going where the sun keeps shinin'
Through the pouring rain
Going where the weather suits my clothes

[Verse 3]
Banking off of the North east winds
Sailing on a summer breeze
And skipping over the ocean like a stone

[Chorus]
Everybody's talkin' at me
Can't hear a word they're sayin'
Only the echoes of my mind

[Outro]
I won't let you leave my love behind
No I won't let you leave
I won't let you leave my love behind"
1373,The Worst That Could Happen,Johnny Maestro & the Brooklyn Bridge,Johnny Maestro,The Worst That Could Happen Johnny Maestro,"Girl, I heard, you're getting married
Girl, I heard, you're getting married
This time you're really sure and this is the end
They say, you really mean it
This guy's the one that makes you feel
So safe, so sane and so secure
And baby, if he loves you more than me
Maybe it's the best thing
Maybe it's the best thing for you
But it's the worst that could happen to me
I'm never gettin' married, never gettin' married
You know that's not my scene
But a girl like you, needs to be married
I've known all along, you couldn't live forever in between
And baby, if he loves you more than me
Maybe it's the best thing
Maybe it's the best thing for you
But it's the worst that could happen, oh to me
And girl, I don't really blame you
For having a dream of your own
Hey girl, I don't really blame you
A woman like you needs a house and a home
Baby, if he really loves you more than me
Maybe it's the best thing
Maybe it's the best thing for you
But it's the worst that could happen
Oh girl, don't wanna get married
Girl, I'm never, never gonna marry, no no
Oh, it's the worst that could happen
The worst that could happen
Baby baby baby
The worst that could happen"
1374,The Chokin' Kind,Joe Simon,Joe Simon,The Chokin' Kind Joe Simon,"I only meant to love you
Didn't you know it babe
Didn't you know it
Why couldn't you be content
With the love i gave oh yeah
I gave you my heart
But you wanted my mind, oh yeah
Your love scared me to death, girl
Oh it's the chokin kind
That's all it is

You can kill a man
With a bottle of poison or a knife
I know you can
It'll hurt him more to take his pride
And run his life
Oh it's a shame girl
Whatever you want girl
I surely hope you find, oh yeah
I tell you that hat don't fit my head
Oh, it's the chokin kind

It makes me wanna
Mmm mmm mmm mmm
Oh yeah, oh listen to me
When you fall in love again girl
Take a tip from me oh yeah
If you don't like a peach, walk on by the tree
That's what you better do, honey
Find what you want girl
Keep it, treat it, sweet and kind, oh yeah
Oh let it breathe, don't make it the chokin kind
Oh no, don't break your heart baby
Oh no, i know you love me really i do, honey
I tell you your love scares me to death girl
It's the chokin kind
That's all it is
I got to say it again
It's that old chokin kind"
1375,Smile a Little Smile for Me,The Flying Machine,The Flying,Smile a Little Smile for Me The Flying,"You really should accept
This time he's gone for good
He'll never come back now
Even though he said he would
So darling dry your eyes
So many other guys
Would give the world I'm sure
To wear the shoes he wore

Oh, c'mon
Smile a little smile for me, Rosemarie
Where's the use in cryin'?
In a little while you'll see, Rosemarie
You must keep on tryin'

I know that he hurt you bad
I know darling don't be sad and
Smile a little smile for me, Rosemarie, Rosemarie

I guess you're lonely now
Love's comin' to an end
But darling only now
Are you free to start again
Lift up your pretty chin
Don't let those tears begin
You're a big girl now
And you'll pull through somehow

Oh, c'mon
Smile a little smile for me, Rosemarie
Where's the use in cryin'?
In a little while you'll see, Rosemarie
You must keep on tryin'

I know that he hurt you bad
I know darling don't be sad and
Smile a little smile for me, Rosemarie, Rosemarie

Bah bah bah bah bah bah
Bah bah bah
Bah bah
Bah bah bah bah

Smile a little smile for me, Rosemarie, Rosemarie"
1376,Polk Salad Annie,Tony Joe White,Tony Joe,Polk Salad Annie Tony Joe,"[Spoken Introduction]
If some of ya'll never been down south too much
I'm gonna tell you a little bit about this
So that you'll understand what I'm talkin' about
Down there we have a plant that grows out in the woods
And in the fields looks somethin' like a turnip green
And everybody calls it polk salad, polk salad
Used to know a girl lived down there
And she'd go out in the evenings and pick her a mess of it
Carry it home and cook it for supper
Cause that's about all they had to eat, but they did all right

[Song]
Down in Louisiana, where the alligators grow so mean
There lived a girl, that I swear to the world
Made the alligators look tame
Polk salad Annie, polk salad Annie
Everybody said it was a shame
Cause her momma was a workin' on the chain gang
(A mean, vicious woman)

Every day 'for suppertime, she'd go down by the truck patch
And pick her a mess of polk salad, and carry it home in a tow sack
Polk salad Annie, the gators got your granny
Everybody says it was a shame
Cause her momma was a workin' on the chain gang
(A wretched, spiteful, straight-razor totin' woman)
(Lord have Mercy, pick a mess of it)

Her daddy was lazy and no count, claimed he had a bad back
All her brothers were fit for was stealin' watermelons
Out of my truck patch
Polk salad Annie, the gators got your granny
Everybody said it was a shame
Cause her momma was a workin' on the chain gang

(Sock a little polk salad to me
You know I need me a mess of it)"
1377,"Ruby, Don't Take Your Love to Town",Kenny Rogers and The First Edition,Kenny Rogers,"Ruby, Don't Take Your Love to Town Kenny Rogers","{Intro}

You've painted up your lips and rolled and curled your tinted hair
Ruby are you contemplating going out somewhere?
The shadows on the wall tell me the sun is going down
Oh Ruby, don't take your love to town

It wasn't me that started that old crazy Asian war
But I was proud to go and do my patriotic chore
And yes, it's true that I'm not the man I used to be
Oh Ruby, I still need some company

It's hard to love a man whose legs are bent and paralyzed
And the wants and needs of a woman your age Ruby, I realize
But it won't be long, I've heard them say, until I'm not around
Oh Ruby, don't take your love to town

She's leaving now cause I just heard the slamming of the door
The way I know I heard its slams one hundred times before
And if I could move I'd get my gun and put her in the ground
Oh Ruby, don't take your love to town

Oh Ruby, for God's sake, turn around

{Outro}"
