,Song,Artist,artist_trunc,search_term,lyrics_raw
208,Together Again,Janet Jackson,Janet Jackson,Together Again Janet Jackson,"[Intro]
There are times when I look above and beyond
There are times when I feel your love around me baby
I'll never forget my baby (I'll never forget you)

[Verse 1]
There are times when I look above and beyond
There are times when I feel your love around me baby
I'll never forget my baby
When I feel that I don't belong
Draw my strength from the words when you said
Hey, it's about you, baby
Look deeper inside you, baby

[Pre-Chorus]
Dream about us together again
What I want: us together again, baby
I know we'll be together again cuz

[Chorus]
Everywhere I go, every smile I see
I know you are there smilin' back at me
Dancin in moonlight I know you are free
'Cause I can see your star shinin' down on me

[Post-Chorus]
(Together again, ooh)
Good times we'll share again
(Together again, ooh)
Makes me wanna dance
(Together again, ooh)
Say it loud and proud
(Together again, ooh)
All my love's for you

[Verse 2]
Always been a true angel to me - now above
I can't wait for you to wrap your wings around me, baby
(Wrap them around me, baby)
Oooh, wrap them around me, baby
(Wrap them around me, baby)
Sometimes hear you whisperin' ""No more pain""
No worries will you ever see now, baby (ever see you, baby)
I'm so happy for my baby (happy for you, baby)

[Pre-Chorus]
Dream about us together again
What I want: us together again baby
I know we'll be together again cuz

[Chorus]
Everywhere I go, every smile I see
I know you are there smilin' back at me
Dancin in moonlight I know you are free
'Cause I can see your star shinin' down on me

[Post-Chorus]
(Together again, ooh)
Good times we'll share again
(Together again, ooh)
Makes me wanna dance
(Together again, ooh)
Say it loud and proud
(Together again, ooh)
All my love's for you

[Bridge]
There are times when I look above and beyond
There are times when I feel you smile upon me, baby
I'll never forget my baby
What I'd give just to hold you close as on earth
In heaven we will be together, baby (together)
Together again, my baby (together again, my baby)

[Chorus]
Everywhere I go, every smile I see
I know you are there smilin' back at me
Dancin in moonlight I know you are free
'Cause I can see your star shinin' down on me
Everywhere I go, every smile I see
I know you are there smilin' back at me
Dancin in moonlight I know you are free
'Cause I can see your star shinin' down on me"
209,Whole Lotta Shakin' Goin' On,Jerry Lee Lewis,Jerry Lee,Whole Lotta Shakin' Goin' On Jerry Lee,"Well, come on over baby
Whole lot of shakin' goin' on
I said come on over baby
Baby, you can't go wrong
We ain't fakin'
Whole lotta shakin' goin' on

Well, I said come on over baby
We got chicken in the barn
Come on over baby
Really got the bull by the horn
We ain't fakin'
Whole lotta shakin' goin' on

Well, I said shake baby, shake it
I said shake baby, shake it
I said shake it baby, shake it
I said shake it baby, shake it
Come on over
Whole lotta shakin' goin' on

Easy now ...
I said shake
Shake it baby
You can shake one time for me
Well, come over baby
Whole lot of shakin' goin' on

Now real low
All you gotta do honey
Is just stand in one tight little spot
And baby wiggle it around
Just a littlelittlelittlelittle bit
And that's when you flat out
Smack dab have got somethin', you know?
Well, let's go!

[Instrumental bridge]

Shake it baby, shake it
Shake it baby, shake it
I said shake it baby, shake it
Move it baby, move it
I ain't fakin', whole lotta shakin' goin' on

Come on over baby
Don't you know you gotta give me the barn
Whose barn, what barn, my barn
Hey-y'all, I got the bull by the horn
Honey, I ain't fakin', I love it all night long
Well, come on, come on, come on, come on baby
Come on, come on, come on, all right
Come on, come on, let's go, let's go
Let's go, let's go, let's go

Well, shake baby, shake it
Shake it baby, shake it
I said shake it baby, shake it
I said shake baby, shake it
I ain't fakin', whole lotta shakin' goin' on
Come on baby
Shake it baby, shake it
Shake it baby, shake it
I said shake it baby, shake it
Move it baby, move it
I ain't fakin', whole lotta shakin' goin' on

Whole lot of shakin goin' on"
210,Vogue,Madonna,Madonna,Vogue Madonna,"[Produced by Shep Pettibone and Madonna]

[Intro]
Strike a pose
Strike a pose
(Vogue, vogue, vogue)
(Vogue, vogue, vogue)

[Verse 1]
Look around, everywhere you turn is heartache
It's everywhere that you go (look around)
You try everything you can to escape
The pain of life that you know (life that you know)
When all else fails and you long to be
Something better than you are today
I know a place where you can get away
It's called a dance floor, and here's what it's for, so

[Chorus]
Come on, vogue
Let your body move to the music (move to the music)
Hey, hey, hey
Come on, vogue
Let your body go with the flow (go with the flow)
You know you can do it

[Verse 2]
All you need is your own imagination
So use it that's what it's for (that's what it's for)
Go inside, for your finest inspiration
Your dreams will open the door (open up the door)
It makes no difference if you're black or white
If you're a boy or a girl
If the music's pumping it will give you new life
You're a superstar, yes, that's what you are, you know it

[Chorus]
Come on, vogue
Let your body move to the music (move to the music)
Hey, hey, hey
Come on, vogue
Let your body go with the flow (go with the flow)
You know you can do it

[Verse 3]
Beauty's where you find it
Not just where you bump and grind it
Soul is in the music, oh
That's where I feel so beautiful
Magical, life's a ball
So get up on the dance floor

[Chorus]
Come on, vogue
Let your body move to the music (move to the music)
Hey, hey, hey
Come on, vogue
Let your body go with the flow (go with the flow)
You know you can do it

[Bridge]
Vogue, (Vogue)
Beauty's where you find it (move to the music)
Vogue, (Vogue)
Beauty's where you find it (go with the flow)

[Verse 4]
Greta Garbo, and Monroe
Dietrich and DiMaggio
Marlon Brando, Jimmy Dean
On the cover of a magazine
Grace Kelly; Harlow, Jean
Picture of a beauty queen
Gene Kelly, Fred Astaire
Ginger Rodgers, dance on air
They had style, they had grace
Rita Hayworth gave good face
Lauren, Katherine, Lana too
Bette Davis, we love you
Ladies with an attitude
Fellas that were in the mood
Don't just stand there, let's get to it
Strike a pose, there's nothing to it

[Bridge]
Vogue, vogue
Vogue, vogue
(Move to the music)
Vogue, vogue
Vogue, vogue
(Go with the flow)

[Outro]
Oooh, you've got to
Let your body move to the music
Oooh, you've got to just
Let your body go with the flow
Oooh, you've got to just
Vogue"
211,Careless Whisper,George Michael,George Michael,Careless Whisper George Michael,"[Instrumental Intro]

[Verse 1]
I feel so unsure
As I take your hand and lead you to the dance floor
As the music dies, something in your eyes
Calls to mind a silver screen and all its sad goodbyes

[Chorus]
I'm never gonna dance again, guilty feet have got no rhythm
Though it's easy to pretend, I know you're not a fool
I should have known better than to cheat a friend
And waste a chance that I'd been given
So I'm never gonna dance again the way I danced with you

[Verse 2]
Time can never mend
The careless whispers of a good friend
To the heart and mind, ignorance is kind
There's no comfort in the truth, pain is all that you'll find

[Chorus]
I'm never gonna dance again, guilty feet have got no rhythm
Though it's easy to pretend, I know you're not a fool
I should have known better than to cheat a friend
And waste a chance that I'd been given
So I'm never gonna dance again the way I danced with you

[Post-Chorus]
Never without your love

[Bridge]
Tonight the music seems so loud
I wish that we could lose this crowd
Maybe it's better this way
We'd hurt each other with the things we want to say
We could have been so good together
We could have lived this dance forever
But now who's gonna dance with me?
Please stay, and...

[Chorus]
I'm never gonna dance again, guilty feet have got no rhythm
Though it's easy to pretend, I know you're not a fool
I should have known better than to cheat a friend
And waste a chance that I'd been given
So I'm never gonna dance again the way I danced with you

[Outro]
Now that you're gone, now that you're gone
Now that you're gone, was what I did so wrong, so wrong
That you had to leave me alone?"
212,I'd Like to Teach the World to Sing (In Perfect Harmony),The New Seekers,The New,I'd Like to Teach the World to Sing (In Perfect Harmony) The New,"[pre-Chorus]
I'd like to build the world a home
And furnish it with love
Grow apple trees and honey bees
And snow white turtle doves

[Chorus]
I'd like to teach the world to sing
In perfect harmony
I'd like to hold it in my arms
And keep it company

[verse 1]
I'd like to see the world for once
All standing hand in hand
And hear them echo through the hills
For peace through out the land
(That's the song I hear)

[Chorus 2]
I'd like to teach the world to sing
In perfect harmony
I'd like to teach the world to sing
In perfect harmony

[pre-Chorus]
I'd like to build the world a home
And furnish it with love
Grow apple trees and honey bees
And snow white turtle doves

[Chorus]
I'd like to teach the world to sing
In perfect harmony
I'd like to hold it in my arms
And keep it company

[verse 1]
I'd like to see the world for once
All standing hand in hand
And hear them echo through the hills
For peace through out the land
(That's the song I hear)

[Chorus 2]
I'd like to teach the world to sing
In perfect harmony
I'd like to teach the world to sing
In perfect harmony

[outro]
I'd like to teach the world to sing
In perfect harmony, that's the song I hear"
213,Knock Three Times,Tony Orlando and Dawn,Tony Orlando,Knock Three Times Tony Orlando,"[Verse 1:]
Hey girl, what ya doing down there
Dancin' alone every night
While I live right above you

I can hear your music playing
I can feel your body swaying
One floor below me
You don't even know me
I love you
Oh my darling

[Chorus:]
Knock three times on the ceiling if you want me
Twice on the pipe if the answer is no
Oh, my sweetness
Means you'll meet me in the hallway
Twice on the pipe means you ain't gonna show

[Verse 2:]
If you look out your window tonight
Pull in the string with the note
That's attached to my heart
Read how many times I saw you
How in my silence I adored you

Only in my dreams did
That wall between us come apart
Oh my darling

[Repeat Chorus:]

[Bridge:]
I can hear your music playing
I can feel your body swaying
One floor below me you don't even know me
I love you
Oh my darling

[Repeat Chorus:]"
214,Don't Be Cruel,Elvis Presley,Elvis Presley,Don't Be Cruel Elvis Presley,"[Verse 1]
You know I can be found
Sitting home all alone
If you can't come around
At least please telephone
Don't be cruel to a heart that's true

[Verse 2]
Baby, if I made you mad
For something I might have said
Please, let's forget the past
The future looks bright ahead
Don't be cruel to a heart that's true
I don't want no other love
Baby it's just you I'm thinking of

[Verse 3]
Don't stop thinking of me
Don't make me feel this way
Come on over here and love me
You know what I want you to say
Don't be cruel to a heart that's true
Why should we be apart?
I really love you baby, cross my heart

[Verse 4]
Let's walk up to the preacher
And let us say I do
Then you'll know you'll have me
And I'll know that I'll have you
Don't be cruel to a heart that's true
I don't want no other love
Baby it's just you I'm thinking of

[Verse 5]
Don't be cruel to a heart that's true
Don't be cruel to a heart that's true
I don't want no other love
Baby it's just you I'm thinking of"
215,The Little Drummer Boy,Harry Simeone Chorale,Harry Simeone,The Little Drummer Boy Harry Simeone,error
216,Bridge over Troubled Water,Simon & Garfunkel,Simon &,Bridge over Troubled Water Simon &,"[Verse 1]
When you're weary
Feeling small
When tears are in your eyes
I will dry them all
I'm on your side
When times get rough
And friends just can't be found
Like a bridge over troubled water
I will lay me down
Like a bridge over troubled water
I will lay me down

[Verse 2]
When you're down and out
When you're on the street
When evening falls so hard
I will comfort you
I'll take your part
When darkness comes
And pain is all around
Like a bridge over troubled water
I will lay me down
Like a bridge over troubled water
I will lay me down

[Verse 3]
Sail on Silver Girl
Sail on by
Your time has come to shine
All your dreams are on their way
See how they shine
If you need a friend
I'm sailing right behind
Like a bridge over troubled water
I will ease your mind
Like a bridge over troubled water
I will ease your mind"
217,It's a Heartache,Bonnie Tyler,Bonnie Tyler,It's a Heartache Bonnie Tyler,"It's a heartache
Nothing but a heartache
Hits you when it's too late
Hits you when you're down

It's a fool's game
Nothing but a fools game
Standing in the cold rain
Feeling like a clown

It's a heartache
Nothing but a heartache
Love him till your arms break
Then he lets you down

It ain't right with love to share
When you find he doesn't care for you
It ain't wise to need someone
As much as I depended on you

It's a heartache
Nothing but a heartache
Hits you when it's too late
Hits you when you're down

It's a fool's game
Nothing but a fools game
Standing in the cold rain
Feeling like a clown

It ain't right with love to share
When you find he doesn't care for you
It ain't wise to need someone
As much as I depended on you

Oh, it's a heartache
Nothing but a heartache
Love him till your arms break
Then he lets you down

It's a fools game
Standing in the cold rain
Feeling like a clown
It's a heartache
Love him till your arms break
Then he lets you down
It's a fools game
Standing in the cold rain ..."
218,Total Eclipse of the Heart,Bonnie Tyler,Bonnie Tyler,Total Eclipse of the Heart Bonnie Tyler,"[Verse 1]
(Turn around)
Every now and then I get a little bit lonely
And you're never coming 'round
(Turn around)
Every now and then I get a little bit tired
Of listening to the sound of my tears
(Turn around)
Every now and then I get a little bit nervous
That the best of all the years have gone by
(Turn around)
Every now and then I get a little bit terrified
And then I see the look in your eyes

[Refrain]
(Turn around, bright eyes!)
Every now and then I fall apart
(Turn around, bright eyes!)
Every now and then I fall apart

[Verse 2]
(Turn around)
Every now and then I get a little bit restless
And I dream of something wild
(Turn around)
Every now and then I get a little bit helpless
And I'm lying like a child in your arms
(Turn around)
Every now and then I get a little bit angry
And I know I've got to get out and cry
(Turn around)
Every now and then I get a little bit terrified
But then I see the look in your eyes

[Refrain]
(Turn around, bright eyes!)
Every now and then I fall apart
(Turn around, bright eyes!)
Every now and then I fall apart

[Chorus]
And I need you now tonight
And I need you more than ever
And if you only hold me tight
We'll be holding on forever
And we'll only be making it right
Cause we'll never be wrong
Together we can take it to the end of the line
Your love is like a shadow on me all of the time
I don't know what to do and I'm always in the dark
We're living in a powder keg and giving off sparks
I really need you tonight
Forever's gonna start tonight
Forever's gonna start tonight

[Post-Chorus]
Once upon a time I was falling in love
Now I'm only falling apart
There's nothing I can do
A total eclipse of the heart
Once upon a time there was light in my life
But now there's only love in the dark
Nothing I can say
A total eclipse of the heart

[Refrain]
(Turn around, bright eyes!)
Every now and then I fall apart
(Turn around, bright eyes!)
Every now and then I fall apart

[Chorus]
And I need you now tonight
And I need you more than ever
And if you only hold me tight
We'll be holding on forever
And we'll only be making it right
Cause we'll never be wrong
Together we can take it to the end of the line
Your love is like a shadow on me all of the time
I don't know what to do and I'm always in the dark
We're living in a powder keg and giving off sparks
I really need you tonight
Forever's gonna start tonight
Forever's gonna start tonight

[Post-Chorus]
Once upon a time I was falling in love
Now I'm only falling apart
There's nothing I can do
A total eclipse of the heart
Once upon a time there was light in my life
But now there's only love in the dark
Nothing I can say
A total eclipse of the heart
A total eclipse of the heart
(Turn around, bright eyes)
(Turn around, bright eyes)
(Turn around)"
219,I Will Survive,Gloria Gaynor,Gloria Gaynor,I Will Survive Gloria Gaynor,"At first, I was afraid, I was petrified
Kept thinking I could never live without you by my side
But then I spent so many nights thinking how you did me wrong
And I grew strong and I learned how to get along

And so you're back from outer space
I just walked in to find you here with that sad look upon your face
I should have changed that stupid lock
I should have made you leave your key
If I'd have known for just one second you'd be back to bother me

Go on now go, walk out the door, just turn around now
'cause you're not welcome anymore
Weren't you're the one who tried to hurt me with goodbye?
You think I'd crumble? You think I'd lay down and die?

Oh, no, not I, I will survive
Oh as long as I know how to love, I know I'm still alive
I've got my life to live, and I've got all my love to give
And I'll survive, I, I , I will survive

It took all my strength not to fall apart
Trying with all my mind to mend my broken heart
I spent, so many nights feeling sorry for myself
Oh, I used to cry but now I hold my head up high

And you see me, somebody new
Not that lonely little person still in love with you
Now you come dropping in expecting me to be free
Now I'm saving all my loving for someone who's loving me

Go on go, walk out the door, turn around now
You're not welcome anymore
You're the one, who tried to hurt me with goodbye?
Did you think I'd crumble? Did you think I'd lay down and die?

Oh, no, not I, I will survive
Long as I know how to love, I know I'll stay alive
I've got my life to live, and all my love to give
And I'll survive, I, I , I will survive
Go on go, walk out the door, turn around now
You're not welcome anymore
You're the one, who tried to hurt me with goodbye?
Did you think I'd crumble? Did you think I'd lay down and die?

Oh, no, not I, I will survive
Long as I know how to love, I know I'll stay alive
I've got my life to live, and all my love to give
And I'll survive, I, I , I will survive"
220,Wind of Change,Scorpions,Scorpions,Wind of Change Scorpions,"[Verse 1]
I follow the Moskva
Down to Gorky Park
Listening to the wind of change

An August summer night
Soldiers passing by
Listening to the wind of change

[Verse 2]
The world is closing in
And did you ever think
That we could be so close, like brothers?

The future's in the air
I can feel it everywhere
Blowing with the wind of change

[Chorus]
Take me to the magic of the moment
On a glory night
Where the children of tomorrow dream away
In the wind of change

[Verse 3]
Walking down the street
And distant memories
Are buried in the past forever

I follow the Moskva
And down to Gorky Park
Listening to the wind of change

[Chorus]
Take me to the magic of the moment
On a glory night
Where the children of tomorrow share their dreams
With you and me
Take me to the magic of the moment
On a glory night
Where the children of tomorrow dream away
In the wind of change

[Bridge]
The wind of change blows straight
Into the face of time
Like a storm wind that will ring
The freedom bell for peace of mind
Let your balalaika sing
What my guitar wants to sing

[Chorus]
Take me to the magic of the moment
On a glory night
Where the children of tomorrow share their dreams
With you and me
Take me to the magic of the moment
On a glory night
Where the children of tomorrow dream away
In the wind of change"
221,Sukiyaki,Kyu Sakamoto,Kyu Sakamoto,Sukiyaki Kyu Sakamoto,"Ue wo muite arukou
Namida ga koborenai youni
Omoidasu, haru no hi
Hitoribocchi no yoru

Ue wo muite arukou
Nijinda hoshi wo kazoete
Omoidasu, natsu no hi
Hitoribocchi no yoru

Shiawase wa kumo no ue ni
Shiawase wa sora no ue ni

Ue wo muite arukou
Namida ga koborenai youni
Nakinagara Aruku
Hitoribocchi no yoru

{Bridge - whistling}

Omoidasu, aki no hi
Hitoribocchi no yoru

Kanashimi wa hoshi no kageni
Kanashima wa tsuki no kageni

Ue wo muite arukou
Namida ga kobore naiyouni
Naki nagara, aruku
Hitoribocchi no yoru

Hitoribocchi no yoru

{Outro - whistling}"
222,Da Da Da,Trio,Trio,Da Da Da Trio,"Aha aha aha
Aha
Aha
Aha

Was ist los mit dir, mein Schatz? Aha
Geht es immer nur bergab? Aha
Geht nur das was du verstehst? Aha
This is what you got to know
Loved you though it didn't show

Ich lieb dich nicht, du liebst mich nicht
Ich lieb dich nicht, du liebst mich nicht
Ich lieb dich nicht, du liebst mich nicht
Ich lieb dich nicht, du liebst mich nicht

Da da da
Da da da
Da da da
Da da da

Da da da
Ich lieb dich nicht, du liebst mich nicht
Da da da
Ich lieb dich nicht, du liebst mich nicht
Da da da
Ich lieb dich nicht, du liebst mich nicht
Da da da
Ich lieb dich nicht, du liebst mich nicht

Da da da
Da da da
Da da da
Da da da

So so, du denkst es ist zu spät, aha
Und du meinst, dass nichts mehr geht, aha
Und die Sonne wandert schnell, aha
After all is said and done
It was right for you to run

Ich lieb dich nicht, du liebst mich nicht, aha
Ich lieb dich nicht, Du liebst mich nicht, aha
Ich lieb mich nicht, Du liebst mich nicht, aha
Ich lieb dich nicht, Du liebst dich nicht

Da da da
Da da da
Da da da
Da da da

Da da da
Ich lieb dich nicht, du liebst mich nicht
Da da da
Ich lieb dich nicht, du liebst mich nicht
Da da da
Ich lieb dich nicht, du liebst mich nicht
Da da da
Ich lieb dich nicht, du liebst mich nicht

[Outro]
Da da da
Da da da
Da da da
Da da da"
223,Rudolph the Red-Nosed Reindeer,Gene Autry,Gene Autry,Rudolph the Red-Nosed Reindeer Gene Autry,"You know Dasher, and Dancer, and Prancer, and Vixen
Comet, and Cupid, and Donner and Blitzen
But do you recall the most famous reindeer of all

Rudolph the red-nosed reindeer had a very shiny nose
And if you ever saw it, you would even say it glows
All of the other reindeer used to laugh and call him names
They never let poor Rudolph join in any reindeer games

Then one foggy Christmas Eve Santa came to say
""Rudolph with your nose so bright, won't you guide my sleigh tonight?""
Then how the reindeer loved him as they shouted out with glee
""Rudolph the red-nosed reindeer, you'll go down in history""

Rudolph the red-nosed reindeer had a very shiny nose
And if you ever saw it, you would even say it glows
All of the other reindeer used to laugh and call him names
They never let poor Rudolph join in any reindeer games

Then one foggy Christmas Eve Santa came to say
""Rudolph with your nose so bright, won't you guide my sleigh tonight?""
Then how the reindeer loved him as they shouted out with glee
""Rudolph the red-nosed reindeer, you'll go down in history"""
224,I Want to Hold Your Hand,The Beatles,The Beatles,I Want to Hold Your Hand The Beatles,"[Verse 1: Paul McCartney & John Lennon]
Oh yeah, I'll tell you something
I think you'll understand
When I'll say that something
I want to hold your hand

[Chorus: Paul McCartney & John Lennon]
I want to hold your hand
I want to hold your hand

[Verse 2: Paul McCartney & John Lennon]
Oh please, say to me
You'll let me be your man
And please, say to me
You'll let me hold your hand

[Chorus: Paul McCartney & John Lennon]
I'll let me hold your hand
I want to hold your hand

[Bridge: Paul McCartney & John Lennon]
And when I touch you I feel happy inside
It's such a feeling that my love
I can't hide
I can't hide
I can't hide

[Verse 3: Paul McCartney & John Lennon]
Yeah, you got that something
I think you'll understand
When I'll say that something
I want to hold your hand

[Chorus: Paul McCartney & John Lennon]
I want to hold your hand
I want to hold your hand

[Bridge: Paul McCartney & John Lennon]
And when I touch you I feel happy inside
It's such a feeling that my love
I can't hide
I can't hide
I can't hide

[Verse 4: Paul McCartney & John Lennon]
Yeah, you got that something
I think you'll understand
When I feel that something
I want to hold your hand

[Chorus: Paul McCartney & John Lennon]
I want to hold your hand
I want to hold your hand
I want to hold your hand"
225,Time to Say Goodbye,Andrea Bocelli and Sarah Brightman,Andrea Bocelli,Time to Say Goodbye Andrea Bocelli,"Quando sono solo
Sogno all'orizzonte
E mancan le parole

Si lo so che non c'è luce
In una stanza quando manca il sole
Se non ci sei tu con me, con me

Su le finestre
Mostra a tutti il mio cuore
Che hai acceso

Chiudi dentro me
La luce che
Hai incontrato per strada

Time to say goodbye
Paesi che non ho mai
Veduto e vissuto con te
Adesso sì li vivrò

Con te partirò
Su navi per mari
Che io lo so
No, no, non esistono più
It's time to say goodbye

Quando sei lontana
Sogno all'orizzonte
E mancan le parole

E io sì lo so
Che sei con me, con me
Tu mia luna tu sei qui con me
Mio sole tu sei qui con me
Con me, con me, con me

Time to say goodbye
Paesi che non ho mai
Veduto e vissuto con te
Adesso sì li vivrò

Con te partirò
Su navi per mari
Che, io lo so
No, no, non esistono più
Con te io li rivivrò

Con te partirò
Su navi per mari
Che, io lo so
No, no, non esistono più
Con te io li rivivrò

Con te partirò

Io con te!"
226,Y.M.C.A.,Village People,Village People,Y.M.C.A. Village People,"[Verse 1]
Young man, there's no need to feel down
I said, young man, pick yourself off the ground
I said, young man, cause you're in a new town
There's no need to be unhappy
Young man, there's a place you can go
I said, young man, when you're short on your dough
You can stay there, and I'm sure you will find
Many ways to have a good time

[Hook]
It's fun to stay at the Y.M.C.A
It's fun to stay at the Y.M.C.A
They have everything for you men to enjoy
You can hang out with all the boys
It's fun to stay at the Y.M.C.A
It's fun to stay at the Y.M.C.A
You can get yourself clean, you can have a good meal
You can do whatever you feel

[Verse 2]
Young man, are you listening to me?
I said, young man, what do you want to be?
I said, young man, you can make real your dreams
But you got to know this one thing
No man does it all by himself
I said, young man, put your pride on the shelf
And just go there, to the Y.M.C.A
I'm sure they can help you today

[Hook]
It's fun to stay at the Y.M.C.A
It's fun to stay at the Y.M.C.A
They have everything for you men to enjoy
You can hang out with all the boys
It's fun to stay at the Y.M.C.A
It's fun to stay at the Y.M.C.A
You can get yourself clean, you can have a good meal
You can do whatever you feel

[Verse 3]
Young man, I was once in your shoes
I said, I was down and out with the blues
I felt no man cared if I were alive
I felt the whole world was so jive
That's when someone came up to me
And said, young man, take a walk up the street
There's a place there called the Y.M.C.A
They can start you back on your way

[Outro]
It's fun to stay at the Y.M.C.A
It's fun to stay at the Y.M.C.A
They have everything for you men to enjoy
You can hang out with all the boys
Y.M.C.A....It's fun to stay at the Y.M.C.A
Young man, young man, there's no need to feel down
Young man, young man, get yourself off the ground
Y.M.C.A....you'll find it at the Y.M.C.A
No man, no man does it all by himself
Young man, young man, put your pride on the shelf
Y.M.C.A....just go to the Y.M.C.A
Young man, young man, are you listening to me?
Young man, young man, what do you wanna be?
Y.M.C.A....you find in the Y.M.C.A....
No man, no man does it all by himself
Young man, young man, put your pride on the shelf
Y.M.C.A....just go to the Y.M.C.A
Young man, young man I was watching your shoes
Young man, young I was down with the blues"
227,Do They Know It's Christmas?,Band Aid,Band Aid,Do They Know It's Christmas? Band Aid,"[Paul Young]
It's Christmas time
There's no need to be afraid
At Christmas time
We let in light and we banish shade

[Boy George]
And in our world of plenty
We can spread a smile of joy
Throw your arms around the world
At Christmas time

[George Michael]
But say a prayer
Pray for the other ones
At Christmas time it's hard

[Simon LeBon (Duran Duran)]
But when you're having fun
There's a world outside your window
And it's a world of dread and fear

[Sting]
Where the only water flowing
Is the bitter sting of tears

[Bono & Sting]
And the Christmas bells that ring there
Are the clanging chimes of doom

[Bono]
Well tonight thank God it's them
Instead of you

[Boy George & Others]
And there won't be snow in Africa this Christmas time
The greatest gift they'll get this year is life(Oooh)
Where nothing ever grows
No rain or rivers flow
Do they know it's Christmas time at all?

[Marilyn & Glenn Gregory]
Here's to you

[Paul Young]
Raise a glass for everyone

[Marilyn & Glenn Gregory]
Here's to them

[Paul Young, Marilyn & Glenn Gregory]
Underneath that burning sun
Do they know it's Christmas time at all?

[Chorus: All]
Feed the world
Feed the world
Feed the world
Let them know it's Christmas time again

Feed the world
Let them know it's Christmas time again"
228,Believe,Cher,Cher,Believe Cher,"[Intro]
After love, after love...

[Verse 1]
No matter how hard I try
You keep pushing me aside
And I can't break through
There's no talking to you
So sad that you're leaving
Takes time to believe it
But after all is said and done
You're going to be the lonely one, oh oh

[Chorus]
Do you believe in life after love?
I can feel something inside me say
I really don't think you're strong enough, no
Do you believe in life after love?
I can feel something inside me say
I really don't think you're strong enough, no

[Verse 2]
What am I supposed to do?
Sit around and wait for you?
And I can't do that
There's no turning back
I need time to move on
I need love to feel strong
Cause I've had time to think it through
And maybe I'm too good for you oh oh

[Chorus]
Do you believe in life after love?
I can feel something inside me say
I really don't think you're strong enough, no
Do you believe in life after love?
I can feel something inside me say
I really don't think you're strong enough, no

[Bridge]
But I know that I'll get through this
Cause I know that I am strong
I don't need you anymore
Oh I don't need you anymore I don't need you anymore
No I don't need you anymore

[Chorus]
Do you believe in life after love?
I can feel something inside me say
I really don't think you're strong enough, no
Do you believe in life after love?
I can feel something inside me say
I really don't think you're strong enough, no
Do you believe in life after love?
I can feel something inside me say
I really don't think you're strong enough, no
Do you believe in life after love?
I can feel something inside me say
I really don't think you're strong enough, no"
229,Kung Fu Fighting,Carl Douglas,Carl Douglas,Kung Fu Fighting Carl Douglas,"Everybody was kung-fu fighting
Those cats were fast as lightning
In fact it was a little bit frighting
But they fought with expert timing

They were funky China men from funky Chinatown
They were chopping them up and they were chopping them down
It's an ancient Chinese art and everybody knew their part
From a feint into a slip, and kicking from the hip

Everybody was kung-fu fighting
Those cats were fast as lightning
In fact it was a little bit frighting
But they fought with expert timing

There was funky Billy Chin and little Sammy Chung
He said here comes the big boss, lets get it on
We took a bow and made a stand, started swinging with the hand
The sudden motion made me skip now we're into a brand new trip

Everybody was kung-fu fighting
Those cats were fast as lightning
In fact it was a little bit frighting
But they did it with expert timing

(repeat)..make sure you have expert timing
Kung-fu fighting, had to be fast as lightning"
230,Rock Your Baby,George McCrae,George McCrae,Rock Your Baby George McCrae,"Woman, take me in your arms
Rock your baby
Woman, take me in your arms
Rock your baby

There's nothin' to it
Just say you wanna do it
Open up your heart
And let the lovin' start

Woman, take me in your arms
Rock your baby
Woman, take me in your arms
Rock your baby

Yeah, hold me tight
With all your might
Now let your lovin' flow
Real sweet and slow

Woman, take me in your arms
Rock your baby
Woman, take me in your arms
Rock your baby

C'mon...

Aaaaaaah woman, take me in your arms
Rock your baby
Oo, oo, oo
Woman, take me in your arms
Rock your baby

Ah-aaaaaah, yeah
Take me in your arms and rock me
Ah-aaaaaah, yeah
Take me in your arms and rock me
Ah-aaaaaaaaaaaah"
231,Paper Doll,Mills Brothers,Mills Brothers,Paper Doll Mills Brothers,"I'm gonna buy a paper doll that I can call my own
A doll that other fellows cannot steal
And then the flirty, flirty guys with their flirty, flirty eyes
Will have to flirt with dollies that are real

When I come home at night she will be waiting
She'll be the truest doll in all this world
I'd rather have a paper doll to call my own
Than have a fickle-minded real live girl

I guess I had a million dolls or more
I guess I've played the doll game o'er and o'er
I just quarreled with Sue, that's why I'm blue
She's gone away and left me just like all dolls do

I'll tell you boys, it's tough to be alone
And it's tough to love a doll that's not your own
I'm through with all of them, I'll never fall again
Say boy, whatcha gonna do?

I'm gonna buy a paper doll that I can call my own
A doll that other fellows cannot steal
And then the flirty, flirty guys with their flirty, flirty eyes
Will have to flirt with dollies that are real

When I come home at night she will be waiting
She'll be the truest doll in all this world
I'd rather have a paper doll to call my own
Than have a fickle-minded real live girl"
